id,gt_or_pred,asis_l_x,asis_l_y,asis_l_z,asis_r_x,asis_r_y,asis_r_z,pt_l_x,pt_l_y,pt_l_z,pt_r_x,pt_r_y,pt_r_z,is_l_x,is_l_y,is_l_z,is_r_x,is_r_y,is_r_z,psis_l_x,psis_l_y,psis_l_z,psis_r_x,psis_r_y,psis_r_z
s0385,PRED,-93.692,12.989,44.866,86.308,14.089,46.766,-4.692,-36.911,55.766,-3.692,-37.911,55.766,-39.692,-29.011,-21.334,38.308,-33.011,-21.334,-9.692,-1.011,-54.334,14.308,-5.011,-50.334
s0483,PRED,-73.547,4.937,54.469,87.353,18.937,48.569,-4.647,-53.063,50.569,25.353,-47.063,50.569,-37.647,-38.063,-22.631,43.353,-24.063,-20.631,-40.647,36.937,-43.631,29.353,36.937,-44.631
s0399,GT,-84.247,14.797,48.128,70.653,13.797,64.028,-13.347,-55.203,52.028,-0.347,-57.203,54.028,-40.247,-40.203,-20.072,46.753,-40.203,-14.072,-31.247,30.797,-47.072,43.753,30.797,-38.072
s0592,PRED,-70.049,21.921,47.749,79.951,19.921,49.749,-10.049,-37.079,51.749,13.951,-37.179,49.849,-37.049,-31.179,-18.351,35.951,-31.179,-18.351,-34.049,34.821,-44.351,31.951,31.821,-45.351
s0468,PRED,-70.244,5.314,52.076,82.556,8.314,48.076,-14.344,-56.686,45.176,15.656,-54.686,45.176,-34.344,-30.686,-26.024,37.656,-30.686,-26.024,-28.344,43.314,-43.024,31.656,35.314,-44.024
s0473,GT,-82.041,31.851,39.727,75.959,21.951,51.627,-25.041,-35.049,54.627,3.959,-38.049,57.627,-32.041,-36.149,-18.473,29.959,-40.149,-13.473,-23.041,22.851,-43.473,30.959,20.851,-40.473
s0483,GT,-77.024,2.811,67.196,81.776,14.811,53.196,-11.124,-57.189,52.296,21.876,-54.189,49.296,-40.124,-37.189,-18.904,40.876,-31.189,-23.904,-43.124,32.811,-38.904,31.876,40.811,-45.904
s0593,GT,-81.622,19.652,50.197,73.178,27.652,56.197,-10.722,-52.348,56.297,7.278,-52.348,56.297,-33.722,-37.348,-18.903,42.278,-31.348,-15.903,-36.722,32.652,-42.903,36.278,32.652,-44.903
s0581,PRED,-77.100,10.628,50.039,81.900,2.628,50.039,-14.100,-55.372,47.039,4.900,-55.372,47.039,-35.100,-34.372,-21.161,33.900,-34.372,-18.161,-32.100,39.628,-42.161,39.900,34.628,-41.161
s0600,GT,-80.059,30.796,54.867,96.941,18.796,45.867,-14.059,-44.204,65.867,19.941,-45.204,63.867,-36.059,-35.204,-17.333,28.941,-39.204,-19.333,-30.059,22.796,-47.333,28.941,22.796,-52.333
s0593,PRED,-74.294,15.226,47.920,69.606,19.226,55.820,-7.294,-54.774,50.920,3.706,-57.774,49.920,-35.294,-34.774,-20.280,45.706,-36.774,-15.280,-32.294,34.226,-48.280,36.706,32.226,-47.280
s0626,PRED,-77.560,12.708,53.643,88.440,7.708,47.643,-1.560,-58.292,47.643,22.440,-55.292,46.643,-37.560,-32.292,-18.557,43.440,-29.292,-21.557,-37.560,38.708,-42.557,28.440,32.708,-42.557
s0600,PRED,-76.941,23.568,57.101,87.859,17.568,53.101,-5.041,-40.432,56.201,12.959,-43.432,56.201,-38.041,-38.432,-17.999,33.959,-34.432,-22.999,-32.041,27.568,-49.999,27.959,27.568,-53.999
s0636,GT,-78.229,11.534,56.507,84.771,17.434,41.607,-0.229,-39.466,56.507,18.771,-36.466,53.507,-35.229,-33.566,-17.593,33.771,-32.566,-23.593,-37.229,22.434,-41.593,27.771,25.434,-50.593
s0636,PRED,-74.769,11.738,50.859,85.031,25.738,33.859,-1.869,-44.262,50.959,15.131,-41.262,50.959,-31.869,-29.262,-17.241,31.131,-29.262,-20.241,-36.869,30.738,-41.242,22.131,27.738,-47.242
s0607,PRED,-84.649,20.455,49.714,82.251,20.355,53.714,-7.649,-39.645,58.814,10.351,-38.645,58.814,-28.649,-33.645,-18.386,35.351,-32.645,-18.386,-31.649,27.355,-50.386,31.351,28.355,-50.386
s0581,GT,-78.150,5.832,51.889,84.850,0.832,51.889,-11.250,-55.068,47.889,6.750,-57.168,45.989,-35.250,-31.168,-19.211,31.750,-34.168,-19.211,-32.250,37.832,-40.211,33.750,33.832,-40.211
s0607,GT,-80.401,19.984,52.712,75.599,28.984,56.712,-16.401,-36.116,58.812,10.599,-37.016,61.712,-27.401,-36.116,-20.388,33.599,-36.116,-18.388,-30.401,22.884,-48.388,30.599,26.884,-47.388
s0624,PRED,-76.741,17.572,51.094,76.259,23.572,48.094,-13.741,-34.428,54.094,16.259,-34.428,55.094,-28.741,-30.528,-20.006,37.259,-30.528,-19.006,-25.741,21.472,-47.006,28.259,21.472,-47.006
s0624,GT,-73.500,13.441,54.251,73.500,16.441,54.251,-13.500,-37.559,57.251,8.500,-37.559,57.251,-31.500,-32.559,-19.949,34.500,-31.559,-17.949,-25.500,23.441,-44.949,25.500,23.441,-44.949
s0673,PRED,-82.799,16.839,47.407,81.201,18.839,54.407,-16.799,-46.161,50.407,12.201,-43.161,51.407,-30.799,-37.161,-22.793,36.201,-29.161,-17.793,-24.799,25.839,-47.793,33.201,31.839,-44.793
s0668,GT,-69.851,5.377,52.221,68.149,5.377,52.221,-16.851,-59.623,45.221,17.149,-60.623,45.221,-37.851,-34.623,-18.979,40.149,-34.623,-19.979,-28.851,34.377,-40.979,31.149,37.377,-40.979
s0680,PRED,-77.603,26.626,50.418,75.397,11.726,54.318,-14.603,-36.274,53.318,9.397,-37.274,54.318,-32.603,-30.374,-22.782,33.397,-36.374,-22.782,-26.603,24.626,-47.782,30.397,23.626,-47.782
s0663,PRED,-83.147,13.702,49.255,84.653,5.702,50.255,-14.247,-49.298,49.355,6.753,-49.298,49.355,-35.247,-32.298,-20.845,39.753,-32.298,-17.845,-32.247,34.702,-47.845,33.753,33.702,-42.845
s0673,GT,-80.807,16.106,44.313,71.093,25.106,59.213,-0.807,-47.894,58.313,1.193,-46.894,58.313,-25.807,-35.794,-23.787,31.193,-36.894,-17.887,-32.707,40.106,-38.787,-18.907,49.106,-4.787
s0728,GT,-67.582,8.415,49.575,64.418,4.415,55.575,-10.582,-54.585,49.575,7.418,-49.585,50.575,-33.582,-38.585,-15.625,36.418,-37.585,-9.625,-27.582,24.415,-44.625,36.418,27.415,-42.625
s0680,GT,-77.522,21.902,52.614,79.278,18.902,53.614,-20.622,-39.098,53.714,7.378,-39.098,53.714,-35.622,-35.098,-20.486,36.378,-35.098,-18.486,-23.622,24.902,-45.486,33.378,25.002,-44.386
s0726,PRED,-67.194,19.306,51.589,79.706,20.306,47.489,7.906,-50.694,48.489,13.906,-51.694,48.489,-40.194,-31.694,-22.611,40.806,-27.694,-20.611,-34.194,32.306,-41.611,28.806,38.306,-43.611
s0626,GT,-74.656,2.993,57.070,86.244,5.993,46.170,-2.656,-60.007,51.070,18.344,-61.007,48.070,-38.756,-38.007,-19.030,39.244,-35.007,-23.030,-38.756,31.993,-37.030,30.144,40.993,-34.930
s0687,GT,-79.040,28.734,43.038,78.860,19.734,47.938,-17.040,-33.266,60.038,6.960,-36.266,61.038,-34.040,-36.266,-10.162,32.960,-37.266,-8.162,-31.040,20.734,-47.162,32.960,15.734,-47.162
s0592,GT,-74.660,11.115,49.307,74.340,11.115,49.307,-2.660,-39.885,55.307,8.340,-41.885,55.307,-36.660,-33.985,-12.793,37.340,-33.085,-15.693,-42.660,53.015,-12.793,38.340,31.015,-39.793
s0728,PRED,-72.717,19.651,49.480,68.283,21.651,49.480,-11.717,-46.349,46.480,3.283,-49.349,48.480,-34.717,-34.449,-21.620,38.283,-32.449,-17.620,-31.717,31.551,-48.620,32.283,28.551,-44.620
s0663,GT,-88.105,6.894,48.940,84.895,-1.106,52.940,-16.105,-49.106,49.940,9.895,-50.106,51.940,-35.105,-40.206,-19.160,35.895,-38.206,-19.160,-27.105,28.794,-43.160,36.895,31.794,-40.160
s0763,PRED,-65.149,15.913,51.677,75.851,8.813,44.577,-5.149,-45.087,44.677,6.851,-42.087,44.677,-32.149,-30.087,-23.523,28.851,-33.087,-23.523,-26.149,32.913,-41.523,27.851,34.913,-41.523
s0737,PRED,-68.702,11.983,52.797,72.298,17.983,50.797,-5.702,-53.917,46.897,9.298,-52.917,46.897,-38.702,-35.917,-20.303,45.298,-32.917,-17.303,-35.702,32.083,-44.303,33.298,27.083,-44.303
s0737,GT,-66.008,3.942,55.674,69.992,9.942,55.674,-8.908,-56.058,43.574,9.892,-54.058,45.574,-40.008,-36.058,-18.526,47.992,-33.058,-18.526,-33.008,29.942,-40.526,34.992,29.942,-42.526
s0687,PRED,-78.269,34.200,43.127,80.731,22.200,46.127,-15.269,-31.800,54.127,5.731,-36.800,57.127,-36.269,-33.900,-17.973,38.731,-28.900,-11.973,-0.269,22.200,-46.873,32.731,21.100,-48.973
s0804,PRED,-79.061,17.655,45.004,80.039,14.555,46.004,-12.061,-51.345,44.004,9.039,-51.345,45.104,-39.961,-28.345,-19.096,41.039,-30.345,-16.096,-27.961,32.655,-43.096,32.039,29.655,-41.096
s0726,GT,-84.002,0.718,48.538,77.998,9.718,54.538,-8.002,-50.282,45.538,8.998,-50.282,45.538,-36.002,-31.282,-22.662,43.998,-28.282,-19.662,-39.002,32.718,-37.662,34.998,34.718,-34.662
s0668,PRED,-72.020,7.516,50.326,68.980,7.616,52.226,-18.120,-54.484,43.226,5.880,-58.484,44.226,-40.020,-32.484,-20.874,38.980,-26.484,-18.874,-33.020,39.516,-38.874,32.980,36.516,-41.874
s0763,GT,-68.573,17.231,55.646,78.327,8.231,46.746,-5.573,-47.769,49.646,11.427,-48.769,47.646,-33.673,-24.769,-17.454,30.327,-28.769,-20.454,-28.673,28.231,-36.454,25.327,23.231,-42.454
s0772,GT,-83.197,18.253,53.088,77.803,14.153,62.988,-18.197,-47.747,55.088,9.903,-51.747,56.988,-30.197,-42.747,-22.112,33.803,-42.747,-19.112,-26.197,34.253,-49.112,33.803,32.253,-43.112
s0842,GT,-70.575,23.600,57.713,80.425,16.600,54.713,-2.575,-41.400,61.713,7.425,-38.400,61.713,-42.575,-37.400,-10.487,41.425,-33.400,-12.487,-34.575,24.600,-49.487,-0.575,35.600,-43.487
s0772,PRED,-82.911,18.379,53.847,78.089,18.379,56.847,-16.911,-45.521,55.947,6.089,-47.521,55.947,-32.911,-33.521,-23.253,36.089,-35.521,-21.253,-26.911,25.479,-48.253,30.089,30.479,-48.253
s0804,GT,-73.398,9.183,49.864,68.702,9.083,49.864,-10.298,-53.817,46.964,1.702,-54.817,46.964,-38.298,-31.817,-19.236,37.702,-34.817,-16.236,-28.298,31.183,-43.236,24.702,22.183,-45.236
s0746,PRED,-76.902,13.716,51.590,84.998,12.716,45.490,-1.902,-47.284,47.590,17.098,-47.284,47.590,-31.902,-27.284,-23.610,31.098,-29.284,-26.610,-28.902,33.716,-43.610,31.098,36.716,-44.610
s0774,PRED,-76.498,20.254,41.948,75.502,14.254,43.948,-14.498,-39.746,41.948,3.502,-42.746,43.948,-35.498,-25.846,-21.152,33.502,-27.846,-20.152,-26.498,26.154,-44.152,30.502,20.154,-41.152
s0869,PRED,-80.966,17.384,51.013,87.034,25.384,47.013,-5.966,-42.616,56.013,15.034,-39.616,54.013,-35.966,-33.716,-20.087,33.034,-31.716,-24.087,-32.966,21.284,-47.087,27.034,29.284,-50.087
s0774,GT,-76.022,11.570,45.518,70.978,4.570,49.518,-20.022,-45.430,46.518,10.978,-46.430,48.518,-30.022,-30.530,-21.582,32.978,-31.530,-19.582,-24.022,29.470,-40.582,33.978,26.470,-39.582
s0746,GT,-79.820,6.148,58.082,83.080,1.148,52.182,-4.920,-49.852,49.182,18.080,-49.852,49.182,-28.920,-29.852,-21.018,29.080,-33.852,-21.018,-25.920,33.148,-40.018,25.080,30.148,-43.018
s0928,PRED,-80.881,35.227,46.891,75.119,28.227,51.891,-14.881,-33.773,57.891,1.119,-33.773,57.891,-38.881,-33.773,-15.309,45.119,-35.773,-19.309,-30.881,24.227,-49.309,33.119,24.227,-51.309
s0842,PRED,-75.794,17.379,56.124,80.106,17.479,54.124,-9.794,-50.521,48.224,5.206,-53.521,48.224,-42.794,-39.521,-17.976,44.206,-34.521,-16.976,-30.794,32.479,-49.976,35.206,31.479,-49.976
s0924,GT,-69.233,7.943,61.532,76.667,4.943,50.632,-1.233,-44.057,49.532,20.767,-46.057,46.532,-35.333,-28.057,-16.568,30.667,-28.057,-20.568,-41.333,28.943,-44.568,30.667,34.943,-46.568
s0931,GT,-78.640,14.535,52.530,80.360,23.535,52.530,-5.640,-44.465,56.530,14.360,-41.465,54.530,-29.640,-41.565,-19.570,33.360,-40.565,-16.570,-32.640,18.435,-46.570,33.360,32.435,-43.570
s0931,PRED,-81.087,20.645,50.207,77.713,29.645,51.207,-11.187,-39.355,53.307,8.813,-39.355,53.307,-33.187,-28.355,-17.893,38.813,-30.355,-17.893,-27.187,17.645,-47.893,26.813,24.645,-46.893
s0963,PRED,-76.031,23.632,48.960,76.969,17.632,48.960,-7.031,-45.368,48.960,5.969,-45.368,48.960,-34.031,-30.368,-20.240,40.969,-25.368,-16.240,-25.031,35.632,-41.240,29.969,35.632,-41.240
s0869,GT,-77.388,26.736,58.051,84.612,26.736,49.051,-9.388,-41.364,55.151,18.612,-44.264,57.051,-36.388,-38.364,-18.049,41.612,-32.364,-19.049,-30.388,20.636,-43.049,27.612,15.636,-46.049
s0979,GT,-81.060,25.417,53.971,77.840,20.417,56.871,-23.060,-43.583,55.971,2.940,-42.583,55.971,-39.060,-33.583,-18.229,38.940,-34.583,-17.229,-28.060,21.417,-50.229,35.940,18.417,-50.229
s0924,PRED,-74.354,13.469,59.027,75.546,13.469,47.126,-5.454,-47.531,49.126,12.546,-47.531,49.126,-38.454,-29.531,-19.073,36.546,-26.531,-22.073,-32.454,29.469,-43.074,27.546,33.469,-45.074
s1005,PRED,-72.372,22.385,50.880,74.428,13.385,53.880,-12.472,-55.615,50.980,11.528,-55.615,50.980,-33.472,-27.615,-23.220,38.528,-27.615,-22.220,-27.472,39.385,-47.220,32.528,36.385,-46.220
s0940,PRED,-86.213,10.290,51.359,80.787,15.390,57.259,-14.313,-44.710,51.259,8.687,-47.710,53.259,-39.213,-35.710,-23.841,38.787,-35.710,-22.841,-27.213,30.290,-44.841,32.787,36.290,-44.841
s0986,PRED,-74.838,15.652,45.243,75.162,3.552,51.143,-14.838,-52.348,43.243,-6.838,-52.348,43.243,-32.838,-27.348,-22.957,33.162,-27.348,-22.957,-29.838,33.652,-43.957,30.162,33.652,-42.957
s1008,GT,-77.454,16.203,52.605,79.446,13.203,51.705,-18.554,-44.797,54.705,21.446,-41.797,54.705,-35.554,-32.797,-15.495,34.446,-36.797,-16.495,-28.554,20.203,-42.495,30.446,25.203,-43.495
s1016,GT,-86.411,14.822,57.804,78.489,17.822,60.704,-20.411,-42.178,56.804,5.589,-45.178,56.804,-33.411,-33.178,-22.396,35.589,-33.178,-20.396,-30.411,31.822,-50.396,28.589,28.822,-52.396
s1005,GT,-75.139,5.735,56.972,76.761,13.735,50.072,-0.239,-57.265,53.072,13.761,-55.265,53.072,-33.239,-35.265,-21.128,33.761,-38.265,-24.128,-35.239,36.735,-39.128,30.761,33.735,-45.128
s0979,PRED,-80.816,26.564,52.905,78.084,24.564,55.805,-17.816,-39.436,55.905,6.184,-41.436,55.905,-38.816,-29.436,-18.295,42.184,-32.436,-18.295,-27.816,30.564,-51.295,39.184,27.564,-53.295
s0940,GT,-78.730,4.200,58.441,81.270,11.200,59.441,-11.730,-49.800,55.441,11.270,-51.800,55.441,-37.730,-31.800,-20.759,40.270,-31.800,-18.759,-31.730,27.200,-48.759,27.270,31.200,-44.759
s1069,GT,-71.321,10.690,52.373,67.679,5.690,56.373,-17.321,-45.310,49.373,7.679,-49.310,49.373,-32.321,-29.310,-18.827,33.679,-32.310,-17.827,-21.321,30.690,-47.827,30.679,30.690,-45.827
s1046,PRED,-78.094,18.471,50.402,77.906,18.471,51.402,-18.094,-46.629,50.502,8.906,-50.629,53.502,-33.094,-27.629,-17.698,29.906,-32.629,-20.698,-27.094,27.371,-46.698,32.906,28.371,-46.698
s0963,GT,-67.926,9.433,51.609,74.974,0.433,37.709,-5.026,-54.567,39.709,6.974,-54.567,39.709,-37.026,-22.567,-19.491,30.974,-31.567,-25.491,-31.026,47.433,-30.491,29.974,43.433,-33.491
s1044,PRED,-86.100,28.131,48.494,87.900,19.231,48.394,-8.100,-34.769,59.394,9.900,-33.769,59.394,-35.100,-30.869,-19.706,34.900,-36.869,-17.706,-28.100,21.131,-46.706,31.900,24.131,-47.706
s1120,GT,-66.887,32.602,43.101,75.213,29.502,36.101,-3.787,-29.498,63.101,12.213,-27.498,61.101,-34.887,-37.498,-3.999,33.113,-40.498,-4.999,-34.887,15.502,-45.999,31.113,14.502,-49.999
s1008,PRED,-78.359,20.058,49.862,77.641,20.058,48.862,-9.359,-37.942,51.862,8.641,-39.942,51.862,-39.359,-28.942,-19.338,41.641,-21.942,-18.338,-33.359,29.058,-48.338,29.641,26.058,-46.338
s0928,GT,-77.840,23.420,46.581,78.160,28.420,51.581,-19.840,-32.580,63.581,9.160,-35.580,64.581,-39.840,-44.580,-10.619,44.160,-44.580,-7.619,-32.840,27.420,-51.619,36.260,21.420,-48.519
s1322,PRED,-80.070,19.626,47.821,76.930,17.626,49.821,-7.070,-45.374,50.821,12.930,-42.374,50.821,-32.070,-30.374,-20.379,36.930,-36.374,-20.379,-29.070,24.626,-44.379,31.930,34.626,-44.379
s1016,PRED,-86.093,8.702,47.774,82.807,14.702,53.674,-20.193,-44.298,47.674,12.907,-42.198,50.674,-32.093,-33.298,-23.426,36.907,-33.298,-22.426,-26.093,37.702,-47.427,30.907,35.702,-47.427
s1044,GT,-86.249,30.260,47.690,86.651,22.260,47.790,-8.349,-38.740,62.790,3.651,-38.740,62.790,-32.349,-32.740,-18.410,31.651,-38.740,-12.410,-29.349,30.260,-42.410,31.651,29.260,-45.410
s1336,PRED,-78.557,22.828,47.866,71.443,30.828,48.866,-12.557,-37.172,53.866,11.443,-35.172,53.866,-30.557,-31.172,-22.334,38.443,-31.172,-19.334,-24.557,25.828,-46.334,26.443,25.828,-44.334
s0986,GT,-73.788,4.756,52.592,72.112,-0.244,54.492,-16.788,-54.244,52.592,-1.788,-54.244,52.592,-27.788,-32.244,-27.608,33.212,-29.244,-21.608,-24.788,40.756,-42.608,32.212,39.756,-39.608
s1046,GT,-75.574,24.055,52.882,84.426,21.055,52.882,-9.574,-44.945,59.882,14.426,-46.945,59.882,-32.574,-29.945,-14.318,30.426,-31.945,-15.318,-29.574,29.055,-48.318,27.426,29.055,-48.318
