id,gt_or_pred,asis_l_x,asis_l_y,asis_l_z,asis_r_x,asis_r_y,asis_r_z,pt_l_x,pt_l_y,pt_l_z,pt_r_x,pt_r_y,pt_r_z,is_l_x,is_l_y,is_l_z,is_r_x,is_r_y,is_r_z,psis_l_x,psis_l_y,psis_l_z,psis_r_x,psis_r_y,psis_r_z
s0468,PRED,-76.275,9.209,58.308,86.725,0.309,51.408,-13.275,-50.691,51.408,14.725,-53.691,49.408,-36.276,-18.691,-21.792,32.724,-28.691,-25.792,-32.276,40.309,-43.792,30.725,38.309,-43.792
s0593,PRED,-79.352,19.816,46.968,69.548,25.816,53.868,-11.352,-49.184,52.968,-0.352,-52.184,52.968,-37.352,-34.184,-18.232,43.648,-34.184,-18.232,-34.352,30.816,-47.232,35.648,30.816,-47.232
s0600,PRED,-77.318,28.143,54.294,91.582,17.143,48.394,-10.418,-40.857,61.394,12.582,-43.857,61.394,-38.418,-30.857,-18.806,34.582,-34.857,-21.806,-27.418,27.143,-52.806,29.582,23.143,-52.806
s0473,GT,-82.041,31.851,39.727,75.959,21.951,51.627,-25.041,-35.049,54.627,3.959,-38.049,57.627,-32.041,-36.149,-18.473,29.959,-40.149,-13.473,-23.041,22.851,-43.473,30.959,20.851,-40.473
s0593,GT,-81.622,19.652,50.197,73.178,27.652,56.197,-10.722,-52.348,56.297,7.278,-52.348,56.297,-33.722,-37.348,-18.903,42.278,-31.348,-15.903,-36.722,32.652,-42.903,36.278,32.652,-44.903
s0483,GT,-77.024,2.811,67.196,81.776,14.811,53.196,-11.124,-57.189,52.296,21.876,-54.189,49.296,-40.124,-37.189,-18.904,40.876,-31.189,-23.904,-43.124,32.811,-38.904,31.876,40.811,-45.904
s0600,GT,-80.059,30.796,54.867,96.941,18.796,45.867,-14.059,-44.204,65.867,19.941,-45.204,63.867,-36.059,-35.204,-17.333,28.941,-39.204,-19.333,-30.059,22.796,-47.333,28.941,22.796,-52.333
s0607,PRED,-88.109,26.263,47.482,75.891,27.263,54.482,-16.109,-38.737,57.482,10.891,-39.737,59.482,-29.109,-33.837,-20.618,38.891,-30.837,-17.618,-30.109,27.163,-50.618,30.891,25.163,-49.618
s0636,GT,-78.229,11.534,56.507,84.771,17.434,41.607,-0.229,-39.466,56.507,18.771,-36.466,53.507,-35.229,-33.566,-17.593,33.771,-32.566,-23.593,-37.229,22.434,-41.593,27.771,25.434,-50.593
s0624,PRED,-74.360,17.693,48.679,75.640,14.693,52.679,-7.360,-36.307,55.679,16.640,-35.207,53.579,-31.360,-32.307,-19.521,32.640,-31.307,-18.521,-30.360,22.693,-48.521,23.640,25.693,-48.521
s0581,GT,-78.150,5.832,51.889,84.850,0.832,51.889,-11.250,-55.068,47.889,6.750,-57.168,45.989,-35.250,-31.168,-19.211,31.750,-34.168,-19.211,-32.250,37.832,-40.211,33.750,33.832,-40.211
s0668,PRED,-71.546,10.534,51.954,67.454,7.534,55.954,-10.646,-60.466,40.854,7.354,-57.466,42.854,-39.546,-34.466,-21.246,41.454,-34.466,-21.246,-27.546,31.534,-43.246,33.454,34.534,-43.246
s0607,GT,-80.401,19.984,52.712,75.599,28.984,56.712,-16.401,-36.116,58.812,10.599,-37.016,61.712,-27.401,-36.116,-20.388,33.599,-36.116,-18.388,-30.401,22.884,-48.388,30.599,26.884,-47.388
s0668,GT,-69.851,5.377,52.221,68.149,5.377,52.221,-16.851,-59.623,45.221,17.149,-60.623,45.221,-37.851,-34.623,-18.979,40.149,-34.623,-19.979,-28.851,34.377,-40.979,31.149,37.377,-40.979
s0624,GT,-73.500,13.441,54.251,73.500,16.441,54.251,-13.500,-37.559,57.251,8.500,-37.559,57.251,-31.500,-32.559,-19.949,34.500,-31.559,-17.949,-25.500,23.441,-44.949,25.500,23.441,-44.949
s0673,PRED,-79.761,16.366,47.407,72.239,19.366,53.407,-8.761,-43.634,53.407,0.239,-43.634,53.407,-32.761,-30.634,-22.793,35.239,-33.634,-19.793,-22.761,23.366,-49.793,32.239,27.266,-43.693
s0673,GT,-80.807,16.106,44.313,71.093,25.106,59.213,-0.807,-47.894,58.313,1.193,-46.894,58.313,-25.807,-35.794,-23.787,31.193,-36.894,-17.887,-32.707,40.106,-38.787,-18.907,49.106,-4.787
s0680,GT,-77.522,21.902,52.614,79.278,18.902,53.614,-20.622,-39.098,53.714,7.378,-39.098,53.714,-35.622,-35.098,-20.486,36.378,-35.098,-18.486,-23.622,24.902,-45.486,33.378,25.002,-44.386
s0626,GT,-74.656,2.993,57.070,86.244,5.993,46.170,-2.656,-60.007,51.070,18.344,-61.007,48.070,-38.756,-38.007,-19.030,39.244,-35.007,-23.030,-38.756,31.993,-37.030,30.144,40.993,-34.930
s0680,PRED,-79.105,24.931,51.094,78.795,19.931,51.994,-18.105,-38.069,52.094,6.895,-40.069,52.094,-36.105,-28.069,-20.106,37.895,-31.069,-17.106,-22.105,27.931,-47.106,32.895,22.931,-47.106
s0728,GT,-67.582,8.415,49.575,64.418,4.415,55.575,-10.582,-54.585,49.575,7.418,-49.585,50.575,-33.582,-38.585,-15.625,36.418,-37.585,-9.625,-27.582,24.415,-44.625,36.418,27.415,-42.625
s0663,PRED,-86.043,5.084,46.824,81.857,2.084,50.724,-17.043,-48.916,47.824,-2.043,-49.916,47.824,-36.043,-34.916,-23.376,35.957,-34.916,-21.376,-30.043,34.084,-44.376,36.957,36.084,-42.376
s0626,PRED,-75.826,5.044,52.687,89.174,8.044,46.687,-5.826,-55.856,47.787,11.174,-57.856,47.787,-38.826,-31.856,-20.413,43.174,-26.856,-18.413,-37.826,36.144,-38.413,25.174,39.144,-39.413
s0663,GT,-88.105,6.894,48.940,84.895,-1.106,52.940,-16.105,-49.106,49.940,9.895,-50.106,51.940,-35.105,-40.206,-19.160,35.895,-38.206,-19.160,-27.105,28.794,-43.160,36.895,31.794,-40.160
s0592,GT,-74.660,11.115,49.307,74.340,11.115,49.307,-2.660,-39.885,55.307,8.340,-41.885,55.307,-36.660,-33.985,-12.793,37.340,-33.085,-15.693,-42.660,53.015,-12.793,38.340,31.015,-39.793
s0687,GT,-79.040,28.734,43.038,78.860,19.734,47.938,-17.040,-33.266,60.038,6.960,-36.266,61.038,-34.040,-36.266,-10.162,32.960,-37.266,-8.162,-31.040,20.734,-47.162,32.960,15.734,-47.162
s0737,PRED,-69.020,11.974,55.543,63.980,6.974,61.543,-8.120,-56.026,41.443,6.880,-53.026,43.443,-39.020,-31.026,-18.657,46.980,-37.026,-17.657,-35.020,36.074,-38.557,37.980,37.974,-38.657
s0728,PRED,-69.879,12.266,51.127,67.021,12.266,53.027,-5.879,-53.734,48.127,-4.879,-51.734,48.127,-36.879,-34.734,-17.073,36.121,-34.734,-15.073,-27.879,28.266,-48.073,35.121,26.266,-45.073
s0726,PRED,-81.004,1.232,50.371,77.996,8.232,51.371,-13.004,-45.768,44.371,14.996,-48.768,44.371,-38.004,-29.768,-20.829,38.996,-28.768,-20.829,-36.004,30.332,-41.729,29.996,34.232,-40.829
s0763,PRED,-68.819,22.306,53.749,80.181,9.306,41.749,-8.819,-44.694,47.749,17.181,-47.694,45.749,-34.819,-24.694,-19.451,31.181,-29.694,-22.451,-28.819,32.306,-40.451,25.181,26.306,-44.451
s0636,PRED,-5.506,0.134,-50.546,27.494,34.134,-49.546,-37.406,40.134,-37.446,30.494,41.134,-44.546,-83.506,16.234,53.554,85.494,17.134,38.654,-15.506,-60.966,18.554,20.494,-60.966,15.554
s0726,GT,-84.002,0.718,48.538,77.998,9.718,54.538,-8.002,-50.282,45.538,8.998,-50.282,45.538,-36.002,-31.282,-22.662,43.998,-28.282,-19.662,-39.002,32.718,-37.662,34.998,34.718,-34.662
s0763,GT,-68.573,17.231,55.646,78.327,8.231,46.746,-5.573,-47.769,49.646,11.427,-48.769,47.646,-33.673,-24.769,-17.454,30.327,-28.769,-20.454,-28.673,28.231,-36.454,25.327,23.231,-42.454
s0737,GT,-66.008,3.942,55.674,69.992,9.942,55.674,-8.908,-56.058,43.574,9.892,-54.058,45.574,-40.008,-36.058,-18.526,47.992,-33.058,-18.526,-33.008,29.942,-40.526,34.992,29.942,-42.526
s0804,PRED,-73.214,11.294,48.709,72.786,11.294,48.709,-6.314,-58.706,39.609,9.786,-58.706,42.709,-43.214,-28.706,-13.491,41.786,-35.706,-13.491,-28.214,30.294,-43.491,26.786,30.294,-43.491
s0772,GT,-83.197,18.253,53.088,77.803,14.153,62.988,-18.197,-47.747,55.088,9.903,-51.747,56.988,-30.197,-42.747,-22.112,33.803,-42.747,-19.112,-26.197,34.253,-49.112,33.803,32.253,-43.112
s0772,PRED,-79.580,22.623,53.415,79.320,24.623,54.315,-13.580,-44.377,54.415,6.420,-44.377,54.415,-33.580,-28.377,-23.785,36.420,-31.377,-22.785,-27.580,23.623,-47.785,30.420,26.623,-44.785
s0746,PRED,-80.388,10.710,51.109,83.512,5.710,50.209,-8.488,-48.290,47.209,15.512,-49.290,47.209,-34.488,-34.290,-22.991,33.512,-33.290,-23.991,-29.488,36.710,-41.991,27.512,34.710,-43.991
s0842,PRED,-73.341,23.458,57.679,84.559,19.458,48.779,-1.441,-40.542,57.779,10.559,-39.542,57.779,-44.441,-40.542,-12.421,45.559,-40.542,-13.421,-33.441,21.458,-49.421,38.559,25.558,-52.321
s0687,PRED,-80.855,26.454,45.685,79.145,23.354,43.785,-10.855,-33.546,56.685,4.145,-34.646,58.785,-35.855,-32.646,-16.415,33.145,-38.646,-16.415,-29.755,27.354,-49.315,32.145,22.354,-49.415
s0842,GT,-70.575,23.600,57.713,80.425,16.600,54.713,-2.575,-41.400,61.713,7.425,-38.400,61.713,-42.575,-37.400,-10.487,41.425,-33.400,-12.487,-34.575,24.600,-49.487,-0.575,35.600,-43.487
s0774,PRED,-77.013,11.998,42.149,71.987,5.998,50.149,-14.013,-47.902,45.249,3.987,-48.902,45.249,-34.013,-24.902,-20.951,32.987,-25.902,-19.951,-24.013,32.098,-41.952,34.987,34.098,-38.952
s0804,GT,-73.398,9.183,49.864,68.702,9.083,49.864,-10.298,-53.817,46.964,1.702,-54.817,46.964,-38.298,-31.817,-19.236,37.702,-34.817,-16.236,-28.298,31.183,-43.236,24.702,22.183,-45.236
s0924,PRED,-71.015,13.318,55.587,77.985,19.318,50.587,-7.015,-43.682,47.587,15.985,-46.682,47.587,-37.015,-27.682,-18.613,32.985,-30.682,-23.613,-36.015,32.318,-45.613,25.985,30.318,-48.613
s0774,GT,-76.022,11.570,45.518,70.978,4.570,49.518,-20.022,-45.430,46.518,10.978,-46.430,48.518,-30.022,-30.530,-21.582,32.978,-31.530,-19.582,-24.022,29.470,-40.582,33.978,26.470,-39.582
s0869,PRED,-77.611,22.976,55.892,83.389,21.976,46.892,-5.611,-41.024,55.892,17.389,-43.024,55.892,-35.611,-35.024,-20.308,35.389,-34.024,-23.308,-30.611,22.976,-47.308,26.389,22.976,-48.308
s0746,GT,-79.820,6.148,58.082,83.080,1.148,52.182,-4.920,-49.852,49.182,18.080,-49.852,49.182,-28.920,-29.852,-21.018,29.080,-33.852,-21.018,-25.920,33.148,-40.018,25.080,30.148,-43.018
s0924,GT,-69.233,7.943,61.532,76.667,4.943,50.632,-1.233,-44.057,49.532,20.767,-46.057,46.532,-35.333,-28.057,-16.568,30.667,-28.057,-20.568,-41.333,28.943,-44.568,30.667,34.943,-46.568
s0931,GT,-78.640,14.535,52.530,80.360,23.535,52.530,-5.640,-44.465,56.530,14.360,-41.465,54.530,-29.640,-41.565,-19.570,33.360,-40.565,-16.570,-32.640,18.435,-46.570,33.360,32.435,-43.570
s0963,PRED,-70.903,12.279,51.256,77.997,3.279,48.356,-7.903,-54.721,40.256,14.997,-51.821,36.256,-46.003,-19.721,-15.844,0.997,1.279,-45.844,-34.003,42.379,-34.744,37.997,54.279,-24.844
s0869,GT,-77.388,26.736,58.051,84.612,26.736,49.051,-9.388,-41.364,55.151,18.612,-44.264,57.051,-36.388,-38.364,-18.049,41.612,-32.364,-19.049,-30.388,20.636,-43.049,27.612,15.636,-46.049
s0979,PRED,-81.042,23.810,53.871,83.158,22.810,54.871,-6.942,-40.190,54.971,14.158,-42.190,54.871,-39.942,-38.190,-17.229,38.058,-34.190,-17.229,-28.942,18.810,-50.229,31.058,23.810,-52.229
s0979,GT,-81.060,25.417,53.971,77.840,20.417,56.871,-23.060,-43.583,55.971,2.940,-42.583,55.971,-39.060,-33.583,-18.229,38.940,-34.583,-17.229,-28.060,21.417,-50.229,35.940,18.417,-50.229
s0931,PRED,-81.874,18.801,50.039,79.026,18.801,52.939,-8.874,-40.199,55.039,7.126,-40.199,55.039,-29.874,-39.199,-19.161,38.126,-39.199,-19.161,-27.874,20.801,-48.161,32.126,23.801,-46.161
s0928,PRED,-82.006,22.844,43.726,74.894,28.844,52.826,-9.106,-36.156,60.826,2.894,-36.156,60.826,-49.106,-16.156,-4.374,48.894,-21.156,-7.374,-35.106,21.844,-51.374,33.894,19.844,-51.374
s0940,PRED,-82.232,7.201,55.280,76.768,10.201,60.280,-16.332,-46.799,51.180,4.668,-47.799,52.180,-37.232,-30.799,-22.920,42.768,-29.799,-18.920,-31.232,33.201,-46.920,30.768,32.201,-48.920
s1016,PRED,-84.061,17.182,52.725,84.939,20.182,52.725,-6.061,-38.918,54.825,14.939,-36.818,54.725,-37.061,-29.918,-22.375,39.939,-30.918,-19.375,-28.061,23.082,-49.375,28.939,35.082,-48.375
s1005,GT,-75.139,5.735,56.972,76.761,13.735,50.072,-0.239,-57.265,53.072,13.761,-55.265,53.072,-33.239,-35.265,-21.128,33.761,-38.265,-24.128,-35.239,36.735,-39.128,30.761,33.735,-45.128
s1008,GT,-77.454,16.203,52.605,79.446,13.203,51.705,-18.554,-44.797,54.705,21.446,-41.797,54.705,-35.554,-32.797,-15.495,34.446,-36.797,-16.495,-28.554,20.203,-42.495,30.446,25.203,-43.495
s1016,GT,-86.411,14.822,57.804,78.489,17.822,60.704,-20.411,-42.178,56.804,5.589,-45.178,56.804,-33.411,-33.178,-22.396,35.589,-33.178,-20.396,-30.411,31.822,-50.396,28.589,28.822,-52.396
s0940,GT,-78.730,4.200,58.441,81.270,11.200,59.441,-11.730,-49.800,55.441,11.270,-51.800,55.441,-37.730,-31.800,-20.759,40.270,-31.800,-18.759,-31.730,27.200,-48.759,27.270,31.200,-44.759
s1069,PRED,-72.365,14.630,51.114,71.635,9.630,52.114,-14.365,-41.370,48.114,7.635,-44.370,48.114,-35.365,-24.370,-20.086,33.635,-28.370,-19.086,-27.365,35.630,-47.086,32.635,32.630,-44.086
s1069,GT,-71.321,10.690,52.373,67.679,5.690,56.373,-17.321,-45.310,49.373,7.679,-49.310,49.373,-32.321,-29.310,-18.827,33.679,-32.310,-17.827,-21.321,30.690,-47.827,30.679,30.690,-45.827
s1120,GT,-66.887,32.602,43.101,75.213,29.502,36.101,-3.787,-29.498,63.101,12.213,-27.498,61.101,-34.887,-37.498,-3.999,33.113,-40.498,-4.999,-34.887,15.502,-45.999,31.113,14.502,-49.999
s0963,GT,-67.926,9.433,51.609,74.974,0.433,37.709,-5.026,-54.567,39.709,6.974,-54.567,39.709,-37.026,-22.567,-19.491,30.974,-31.567,-25.491,-31.026,47.433,-30.491,29.974,43.433,-33.491
s1120,PRED,-72.280,35.609,42.576,76.720,32.609,42.576,-7.280,-28.391,57.576,7.720,-31.391,57.576,-41.280,-25.491,-14.524,35.720,-30.491,-17.524,-35.280,21.509,-49.524,30.720,18.509,-50.524
s1008,PRED,-78.044,17.362,52.288,81.856,17.362,49.388,-8.144,-45.638,53.388,14.856,-45.638,53.388,-37.144,-31.638,-20.812,39.856,-28.638,-18.812,-31.144,26.362,-45.812,27.856,25.362,-45.812
s0928,GT,-77.840,23.420,46.581,78.160,28.420,51.581,-19.840,-32.580,63.581,9.160,-35.580,64.581,-39.840,-44.580,-10.619,44.160,-44.580,-7.619,-32.840,27.420,-51.619,36.260,21.420,-48.519
s1005,PRED,-82.481,9.697,53.692,71.519,7.697,57.692,-16.581,-53.303,48.592,10.419,-53.303,51.592,-34.481,-31.303,-23.508,34.519,-31.303,-23.508,-29.481,35.697,-47.508,31.519,34.697,-47.508
s0986,GT,-73.788,4.756,52.592,72.112,-0.244,54.492,-16.788,-54.244,52.592,-1.788,-54.244,52.592,-27.788,-32.244,-27.608,33.212,-29.244,-21.608,-24.788,40.756,-42.608,32.212,39.756,-39.608
s1322,PRED,-78.660,20.369,49.797,77.340,22.369,49.797,-8.660,-43.631,51.797,20.340,-43.631,49.797,-34.660,-31.731,-21.303,31.340,-34.731,-22.303,-37.660,24.269,-45.303,31.340,26.269,-46.303
s1044,PRED,-86.066,26.515,47.881,89.834,22.515,47.981,-5.166,-37.485,60.981,11.834,-37.485,60.981,-34.166,-31.485,-20.219,34.834,-36.485,-14.219,-28.166,21.515,-47.219,30.834,21.515,-49.219
s1046,PRED,-78.475,22.196,50.760,83.525,17.196,48.760,-6.475,-42.804,57.760,11.525,-45.804,57.760,-31.475,-33.904,-19.340,31.525,-34.904,-19.340,-28.475,26.096,-50.340,28.525,24.096,-50.340
s1339,PRED,-81.467,4.290,50.285,81.633,5.290,49.185,-6.467,-45.810,45.185,11.633,-48.710,45.185,-43.467,-29.710,-16.915,39.533,-29.710,-19.915,-31.467,27.290,-41.915,31.533,31.290,-43.915
s1044,GT,-86.249,30.260,47.690,86.651,22.260,47.790,-8.349,-38.740,62.790,3.651,-38.740,62.790,-32.349,-32.740,-18.410,31.651,-38.740,-12.410,-29.349,30.260,-42.410,31.651,29.260,-45.410
