id,gt_or_pred,asis_l_x,asis_l_y,asis_l_z,asis_r_x,asis_r_y,asis_r_z,pt_l_x,pt_l_y,pt_l_z,pt_r_x,pt_r_y,pt_r_z,is_l_x,is_l_y,is_l_z,is_r_x,is_r_y,is_r_z,psis_l_x,psis_l_y,psis_l_z,psis_r_x,psis_r_y,psis_r_z
s0163,GT,-83.247,9.294,58.595,96.753,7.294,53.595,-2.247,-53.606,55.695,16.753,-55.606,55.695,-37.247,-29.606,-18.505,43.753,-29.606,-17.505,-34.247,36.394,-45.505,31.753,35.394,-42.505
s0029,GT,-75.121,9.976,53.955,80.879,9.976,50.955,-17.121,-53.024,50.955,17.879,-55.024,49.955,-32.121,-27.024,-24.245,30.879,-33.024,-26.245,-26.121,41.976,-41.245,24.879,38.976,-44.245
s0383,PRED,-88.439,20.813,46.372,76.561,26.813,50.372,-7.439,-36.187,52.372,9.561,-37.187,53.372,-36.439,-38.187,-15.828,42.561,-27.187,-15.828,-26.439,22.813,-48.828,35.561,31.813,-45.828
s0049,GT,-89.417,26.394,44.940,87.683,14.494,54.940,-22.317,-33.506,59.940,6.683,-36.506,61.940,-26.317,-38.606,-13.160,30.683,-38.606,-10.160,-23.317,18.394,-49.160,36.683,16.394,-49.160
s0341,GT,-84.326,21.291,49.622,78.574,27.291,58.522,-9.326,-43.709,61.622,3.674,-43.709,61.622,-31.326,-34.709,-21.578,37.674,-36.709,-15.578,-30.326,20.291,-51.578,37.674,23.291,-47.578
s0370,GT,-77.951,19.817,60.855,82.049,17.817,51.855,-1.951,-42.183,56.855,19.049,-43.183,55.855,-34.951,-38.283,-15.245,32.049,-39.283,-19.245,-36.951,35.717,-43.245,25.049,25.717,-49.245
s0341,PRED,-88.516,20.382,47.434,81.484,26.382,52.434,-15.516,-41.618,58.434,8.484,-39.618,58.434,-34.516,-27.618,-21.766,36.484,-27.618,-20.766,-30.516,30.382,-50.766,34.484,33.382,-48.766
s0383,GT,-83.286,17.033,49.000,75.714,26.033,52.000,-2.286,-37.967,62.000,4.714,-36.967,62.000,-35.286,-33.967,-15.200,40.714,-31.967,-15.200,-26.286,24.033,-49.200,29.714,21.033,-49.200
s0440,PRED,-69.398,9.600,53.305,69.602,6.600,54.305,-5.398,-55.400,44.305,8.602,-56.400,44.305,-40.398,-27.400,-16.895,39.602,-29.400,-16.895,-35.398,35.600,-40.895,30.602,32.600,-41.895
s0440,GT,-65.401,1.805,57.253,68.599,-4.195,55.253,-5.401,-60.095,40.353,5.599,-58.095,40.353,-43.401,-29.095,-15.847,40.599,-29.095,-15.847,-32.401,30.905,-40.847,31.599,33.905,-40.847
s0250,GT,-83.330,12.463,48.298,75.670,9.563,56.198,-15.330,-44.437,54.198,9.670,-44.437,56.198,-33.330,-25.537,-25.902,34.670,-26.537,-22.902,-21.330,22.463,-41.902,28.670,25.463,-38.902
s0399,PRED,-78.212,11.237,48.869,64.688,11.237,53.769,-19.212,-53.763,47.869,-1.212,-56.763,47.869,-44.212,-34.763,-20.331,45.788,-37.763,-14.331,-30.212,32.237,-46.331,42.788,37.237,-41.331
s0370,PRED,-77.908,20.988,55.826,79.992,23.988,44.926,-6.008,-36.012,53.926,13.992,-39.012,53.926,-36.008,-29.012,-15.274,33.992,-30.012,-21.274,-34.008,27.988,-48.274,25.992,24.988,-50.274
s0385,GT,-73.812,0.234,61.240,84.188,-1.766,55.240,-13.812,-52.766,43.240,22.188,-53.766,41.240,-37.812,-24.766,-26.960,38.188,-27.766,-27.960,-36.812,39.234,-36.960,27.188,33.334,-40.860
s0468,GT,-75.521,8.435,64.196,81.479,-0.665,55.096,-12.521,-55.565,50.196,18.479,-60.565,49.196,-32.521,-22.565,-28.004,31.479,-32.565,-30.004,-31.521,42.435,-40.004,27.479,39.435,-43.004
s0505,GT,-81.442,18.868,50.104,61.458,18.868,63.004,-26.442,-47.132,54.104,3.558,-47.132,56.104,-32.442,-35.132,-26.096,39.558,-35.132,-18.096,-21.442,26.868,-48.096,33.558,28.868,-45.096
s0505,PRED,-78.118,23.748,47.410,64.782,8.748,62.310,-21.118,-45.252,53.410,3.882,-46.252,53.410,-36.118,-26.252,-23.790,41.882,-32.252,-16.790,-24.118,35.748,-50.791,41.882,41.748,-41.791
s0581,PRED,-81.291,9.871,51.393,78.709,-2.129,48.393,-11.291,-55.129,45.393,9.709,-55.129,45.393,-37.291,-33.129,-20.807,34.709,-30.129,-20.807,-31.291,36.871,-40.807,33.709,33.871,-41.807
s0473,PRED,-79.804,30.878,40.208,72.196,17.978,52.108,-22.804,-38.122,49.208,1.196,-38.122,52.208,-36.804,-33.122,-20.992,32.196,-32.122,-15.992,-24.804,25.878,-45.992,36.196,24.878,-41.992
s0399,GT,-84.247,14.797,48.128,70.653,13.797,64.028,-13.347,-55.203,52.028,-0.347,-57.203,54.028,-40.247,-40.203,-20.072,46.753,-40.203,-14.072,-31.247,30.797,-47.072,43.753,30.797,-38.072
s0468,PRED,-80.898,19.637,54.673,85.002,9.737,50.673,-9.998,-54.363,44.773,5.902,-53.363,46.673,-32.998,-40.363,-26.427,38.002,-44.363,-31.427,-26.998,39.637,-44.427,30.002,36.637,-44.427
s0592,PRED,-72.793,14.739,48.492,79.107,15.739,45.392,3.207,-41.261,49.492,13.207,-39.261,49.492,-38.793,-29.261,-13.708,39.207,-29.261,-15.708,-32.793,25.639,-45.608,27.207,28.739,-43.708
s0473,GT,-82.041,31.851,39.727,75.959,21.951,51.627,-25.041,-35.049,54.627,3.959,-38.049,57.627,-32.041,-36.149,-18.473,29.959,-40.149,-13.473,-23.041,22.851,-43.473,30.959,20.851,-40.473
s0593,PRED,-77.607,17.316,47.008,73.293,25.316,55.908,-15.607,-49.684,53.008,7.393,-52.684,53.008,-36.607,-34.684,-17.192,44.393,-33.684,-14.192,-30.607,25.316,-50.192,35.393,27.316,-45.192
s0600,PRED,-83.270,26.034,56.281,88.730,13.034,50.281,-11.270,-40.966,58.281,12.730,-46.066,56.381,-39.270,-32.066,-19.819,32.730,-35.066,-22.819,-31.270,29.934,-52.819,26.730,22.934,-52.819
s0483,GT,-77.024,2.811,67.196,81.776,14.811,53.196,-11.124,-57.189,52.296,21.876,-54.189,49.296,-40.124,-37.189,-18.904,40.876,-31.189,-23.904,-43.124,32.811,-38.904,31.876,40.811,-45.904
s0385,PRED,-80.112,-0.686,51.778,85.888,7.314,50.778,-7.112,-51.686,45.778,-3.112,-51.686,45.778,-33.112,-26.686,-23.422,35.888,-35.686,-25.422,-33.112,36.314,-43.422,29.888,36.314,-44.422
s0600,GT,-80.059,30.796,54.867,96.941,18.796,45.867,-14.059,-44.204,65.867,19.941,-45.204,63.867,-36.059,-35.204,-17.333,28.941,-39.204,-19.333,-30.059,22.796,-47.333,28.941,22.796,-52.333
s0483,PRED,-86.231,14.614,54.847,82.769,22.714,48.747,-14.231,-52.386,47.847,17.769,-51.386,50.847,-39.231,-31.386,-19.353,45.769,-23.386,-20.353,-3.231,30.614,-41.353,33.769,40.614,-44.353
s0593,GT,-81.622,19.652,50.197,73.178,27.652,56.197,-10.722,-52.348,56.297,7.278,-52.348,56.297,-33.722,-37.348,-18.903,42.278,-31.348,-15.903,-36.722,32.652,-42.903,36.278,32.652,-44.903
s0581,GT,-78.150,5.832,51.889,84.850,0.832,51.889,-11.250,-55.068,47.889,6.750,-57.168,45.989,-35.250,-31.168,-19.211,31.750,-34.168,-19.211,-32.250,37.832,-40.211,33.750,33.832,-40.211
s0607,GT,-80.401,19.984,52.712,75.599,28.984,56.712,-16.401,-36.116,58.812,10.599,-37.016,61.712,-27.401,-36.116,-20.388,33.599,-36.116,-18.388,-30.401,22.884,-48.388,30.599,26.884,-47.388
s0636,GT,-78.229,11.534,56.507,84.771,17.434,41.607,-0.229,-39.466,56.507,18.771,-36.466,53.507,-35.229,-33.566,-17.593,33.771,-32.566,-23.593,-37.229,22.434,-41.593,27.771,25.434,-50.593
s0668,GT,-69.851,5.377,52.221,68.149,5.377,52.221,-16.851,-59.623,45.221,17.149,-60.623,45.221,-37.851,-34.623,-18.979,40.149,-34.623,-19.979,-28.851,34.377,-40.979,31.149,37.377,-40.979
s0668,PRED,-71.050,9.187,54.437,69.850,7.187,51.537,-14.150,-56.913,39.437,9.850,-57.813,42.537,-38.150,-30.813,-21.663,38.850,-30.813,-21.663,-29.150,35.187,-40.663,29.850,31.187,-43.663
s0673,PRED,-84.716,15.153,47.433,68.184,18.153,55.333,-7.716,-49.747,49.333,0.284,-46.747,50.333,-29.716,-37.847,-23.767,34.284,-31.847,-20.767,-25.716,25.153,-46.767,39.284,37.153,-41.767
s0607,PRED,-81.365,17.693,50.072,73.635,21.693,53.072,-13.365,-36.307,59.072,7.635,-38.307,59.072,-30.365,-41.307,-20.128,36.635,-33.307,-18.128,-30.265,21.693,-53.028,32.635,22.693,-48.128
s0673,GT,-80.807,16.106,44.313,71.093,25.106,59.213,-0.807,-47.894,58.313,1.193,-46.894,58.313,-25.807,-35.794,-23.787,31.193,-36.894,-17.887,-32.707,40.106,-38.787,-18.907,49.106,-4.787
s0680,GT,-77.522,21.902,52.614,79.278,18.902,53.614,-20.622,-39.098,53.714,7.378,-39.098,53.714,-35.622,-35.098,-20.486,36.378,-35.098,-18.486,-23.622,24.902,-45.486,33.378,25.002,-44.386
s0624,PRED,-74.290,11.305,54.532,79.710,17.305,52.532,-5.290,-34.695,55.532,16.710,-37.695,55.532,-31.290,-28.695,-18.668,36.710,-25.695,-18.668,-30.290,23.305,-49.668,26.710,23.305,-48.668
s0680,PRED,-82.922,20.569,49.081,82.078,12.569,54.081,-20.022,-41.431,48.981,6.978,-41.431,50.981,-35.922,-35.431,-20.119,35.078,-33.431,-19.119,-21.922,28.569,-46.119,32.078,29.569,-47.119
s0626,PRED,-79.374,6.664,55.077,85.726,7.664,48.177,-7.374,-56.336,43.077,12.726,-58.236,46.077,-36.274,-36.336,-20.023,42.726,-30.336,-20.023,-38.274,34.664,-39.023,32.726,37.664,-41.023
s0624,GT,-71.123,12.380,55.923,73.877,15.380,55.923,-4.123,-38.520,58.823,7.877,-40.520,58.823,-29.123,-34.620,-18.277,34.877,-29.620,-18.277,-28.123,27.380,-45.277,24.877,21.380,-45.277
s0728,GT,-67.582,8.415,49.575,64.418,4.415,55.575,-10.582,-54.585,49.575,7.418,-49.585,50.575,-33.582,-38.585,-15.625,36.418,-37.585,-9.625,-27.582,24.415,-44.625,36.418,27.415,-42.625
s0626,GT,-74.656,2.993,57.070,86.244,5.993,46.170,-2.656,-60.007,51.070,18.344,-61.007,48.070,-38.756,-38.007,-19.030,39.244,-35.007,-23.030,-38.756,31.993,-37.030,30.144,40.993,-34.930
s0687,GT,-79.040,28.734,43.038,78.860,19.734,47.938,-17.040,-33.266,60.038,6.960,-36.266,61.038,-34.040,-36.266,-10.162,32.960,-37.266,-8.162,-31.040,20.734,-47.162,32.960,15.734,-47.162
s0728,PRED,-70.777,15.590,50.539,66.123,10.590,53.439,-8.777,-50.310,49.439,7.123,-52.410,50.439,-35.777,-30.410,-17.661,38.223,-32.410,-15.661,-26.777,32.590,-45.661,35.223,29.590,-45.661
s0737,PRED,-65.280,5.864,53.624,66.720,9.864,53.624,-9.180,-53.136,44.524,14.820,-54.136,44.524,-39.280,-37.136,-18.576,45.720,-34.136,-15.576,-31.280,26.864,-44.576,34.720,37.864,-39.576
s0592,GT,-74.660,11.115,49.307,74.340,11.115,49.307,-2.660,-39.885,55.307,8.340,-41.885,55.307,-36.660,-33.985,-12.793,37.340,-33.085,-15.693,-42.660,53.015,-12.793,38.340,31.015,-39.793
s0636,PRED,-77.456,10.095,53.578,83.544,18.995,41.678,-5.456,-38.005,50.678,20.544,-41.005,50.678,-34.456,-29.005,-16.522,40.544,-23.005,-19.522,-36.456,30.995,-38.522,26.544,25.995,-46.522
s0663,PRED,-87.515,9.307,50.249,86.485,7.307,49.249,-12.515,-46.693,49.249,5.485,-47.693,49.249,-37.515,-38.693,-20.951,35.485,-33.693,-20.951,-30.515,36.307,-44.951,31.485,33.307,-39.951
s0687,PRED,-83.108,26.766,46.072,80.992,20.866,49.072,-14.108,-35.234,58.072,3.892,-39.234,59.072,-37.008,-32.234,-15.028,37.992,-33.234,-15.028,-31.008,24.766,-49.028,29.992,19.766,-48.028
s0663,GT,-88.105,6.894,48.940,84.895,-1.106,52.940,-16.105,-49.106,49.940,9.895,-50.106,51.940,-35.105,-40.206,-19.160,35.895,-38.206,-19.160,-27.105,28.794,-43.160,36.895,31.794,-40.160
s0763,PRED,-70.062,21.802,51.358,78.838,12.802,43.458,-6.162,-46.198,46.458,15.838,-49.198,46.458,-34.162,-24.198,-19.742,31.838,-27.198,-22.742,-30.162,35.802,-37.742,24.838,29.802,-42.742
s0804,PRED,-71.686,11.497,50.502,72.314,15.497,50.502,-8.686,-56.603,47.402,10.414,-53.503,47.402,-42.686,-30.503,-15.698,38.314,-39.503,-15.698,-27.686,31.497,-45.698,32.314,40.597,-37.598
s0726,GT,-84.002,0.718,48.538,77.998,9.718,54.538,-8.002,-50.282,45.538,8.998,-50.282,45.538,-36.002,-31.282,-22.662,43.998,-28.282,-19.662,-39.002,32.718,-37.662,34.998,34.718,-34.662
s0763,GT,-68.573,17.231,55.646,78.327,8.231,46.746,-5.573,-47.769,49.646,11.427,-48.769,47.646,-33.673,-24.769,-17.454,30.327,-28.769,-20.454,-28.673,28.231,-36.454,25.327,23.231,-42.454
s0726,PRED,-86.656,7.961,47.524,76.344,8.961,53.524,-10.656,-48.039,44.524,9.344,-48.039,45.524,-33.656,-29.039,-20.676,41.344,-29.039,-20.676,-35.656,31.961,-41.676,35.344,36.961,-38.676
s0737,GT,-66.674,3.550,55.469,69.426,11.550,55.569,-9.474,-56.450,43.469,11.326,-54.450,45.469,-40.574,-36.450,-18.631,47.426,-31.450,-18.631,-34.574,32.550,-39.631,34.426,32.550,-42.631
s0842,PRED,-77.321,25.433,53.503,84.679,14.433,53.503,-5.321,-40.567,57.503,14.679,-40.567,57.503,-52.321,-48.667,-17.597,43.679,-42.667,-14.597,-29.321,21.333,-52.597,31.679,27.333,-49.597
s0842,GT,-70.575,23.600,57.713,80.425,16.600,54.713,-2.575,-41.400,61.713,7.425,-38.400,61.713,-42.575,-37.400,-10.487,41.425,-33.400,-12.487,-34.575,24.600,-49.487,-0.575,35.600,-43.487
s0774,PRED,-75.960,12.944,46.960,77.040,13.944,47.960,-9.960,-45.056,46.960,5.040,-46.056,46.960,-32.960,-27.056,-21.240,34.040,-30.056,-20.240,-27.960,37.944,-42.240,31.040,31.944,-42.240
s0924,PRED,-72.552,10.161,56.372,77.448,10.161,48.372,-7.552,-46.839,48.372,14.448,-44.839,47.372,-38.552,-27.839,-16.828,33.448,-24.839,-22.828,-38.552,33.161,-41.828,27.448,32.161,-44.828
s0869,PRED,-76.896,21.430,55.448,85.004,24.430,47.548,-2.996,-41.570,53.548,14.004,-41.570,53.548,-37.996,-32.570,-17.652,38.004,-29.570,-20.652,-30.996,20.430,-45.652,26.004,26.430,-50.652
s0804,GT,-73.398,9.183,49.864,68.702,9.083,49.864,-10.298,-53.817,46.964,1.702,-54.817,46.964,-38.298,-31.817,-19.236,37.702,-34.817,-16.236,-28.298,31.183,-43.236,24.702,22.183,-45.236
s0772,GT,-83.354,18.147,52.992,77.746,14.047,62.992,-18.254,-47.853,55.092,7.746,-50.953,56.992,-30.254,-40.853,-22.108,35.746,-39.853,-19.108,-26.254,34.147,-49.108,29.746,32.147,-45.108
s0774,GT,-74.563,13.411,45.576,72.437,8.411,49.576,-20.563,-45.589,46.576,10.437,-46.589,48.576,-30.563,-35.689,-21.524,32.437,-35.689,-19.524,-24.563,29.311,-40.524,35.437,27.311,-39.524
s0924,GT,-69.233,7.943,61.532,76.667,4.943,50.632,-1.233,-44.057,49.532,20.767,-46.057,46.532,-35.333,-28.057,-16.568,30.667,-28.057,-20.568,-41.333,28.943,-44.568,30.667,34.943,-46.568
s0746,GT,-79.820,6.148,58.082,83.080,1.148,52.182,-4.920,-49.852,49.182,18.080,-49.852,49.182,-28.920,-29.852,-21.018,29.080,-33.852,-21.018,-25.920,33.148,-40.018,25.080,30.148,-43.018
s0869,GT,-77.388,26.736,58.051,84.612,26.736,49.051,-9.388,-41.364,55.151,18.612,-44.264,57.051,-36.388,-38.364,-18.049,41.612,-32.364,-19.049,-30.388,20.636,-43.049,27.612,15.636,-46.049
s0772,PRED,-80.103,21.178,50.285,80.797,24.278,53.285,-13.203,-44.822,55.385,9.797,-44.822,55.385,-30.203,-33.822,-26.815,36.797,-32.822,-21.815,-27.203,26.178,-48.815,29.797,29.178,-45.815
s0931,PRED,-83.682,20.712,49.120,82.418,23.812,49.120,-13.682,-41.288,55.120,7.418,-39.188,55.120,-33.582,-44.288,-17.980,37.418,-43.288,-15.980,-30.582,18.712,-48.980,33.418,24.712,-45.980
s0931,GT,-78.304,15.016,51.531,80.696,23.116,52.431,-3.304,-42.884,56.431,11.696,-39.884,54.431,-29.304,-41.984,-19.669,33.696,-38.984,-16.669,-32.304,19.016,-46.669,34.696,35.116,-43.569
s0746,PRED,-77.021,5.966,54.375,82.879,7.966,47.475,-5.121,-49.034,47.475,13.879,-48.034,47.475,-32.121,-31.034,-22.725,35.879,-29.034,-23.725,-29.121,39.966,-41.725,25.879,33.966,-44.725
s0963,PRED,-71.342,13.806,52.087,79.658,4.806,46.087,-7.342,-48.194,41.087,5.658,-47.194,44.087,-37.342,-27.194,-21.113,38.658,-20.194,-21.113,-27.342,38.806,-37.113,32.658,32.806,-39.113
s0979,PRED,-79.968,20.299,53.869,81.032,20.299,55.869,-16.968,-37.801,55.969,6.032,-38.801,58.969,-38.968,-30.801,-20.231,39.032,-38.801,-17.231,-29.968,30.199,-51.231,35.032,22.199,-50.231
s0986,PRED,-71.846,5.219,50.711,74.154,5.219,50.711,-5.846,-51.781,47.711,3.154,-54.781,47.711,-29.846,-30.781,-24.489,30.154,-30.781,-23.489,-26.846,35.219,-47.489,28.154,37.219,-44.489
s0979,GT,-81.515,20.366,55.145,78.485,15.266,58.045,-25.515,-44.634,55.145,13.485,-45.634,56.145,-38.515,-34.634,-19.055,38.485,-36.634,-18.055,-29.515,28.366,-51.055,36.485,31.366,-49.055
s1008,GT,-77.454,16.203,52.605,79.446,13.203,51.705,-18.554,-44.797,54.705,21.446,-41.797,54.705,-35.554,-32.797,-15.495,34.446,-36.797,-16.495,-28.554,20.203,-42.495,30.446,25.203,-43.495
s1016,GT,-86.411,14.822,57.804,78.489,17.822,60.704,-20.411,-42.178,56.804,5.589,-45.178,56.804,-33.411,-33.178,-22.396,35.589,-33.178,-20.396,-30.411,31.822,-50.396,28.589,28.822,-52.396
s1005,GT,-75.139,5.735,56.972,76.761,13.735,50.072,-0.239,-57.265,53.072,13.761,-55.265,53.072,-33.239,-35.265,-21.128,33.761,-38.265,-24.128,-35.239,36.735,-39.128,30.761,33.735,-45.128
s0940,PRED,-83.961,8.082,53.482,84.939,16.082,56.382,-17.061,-46.918,50.382,9.939,-46.918,52.382,-35.961,-29.918,-20.718,42.039,-29.918,-19.718,-29.961,35.082,-46.718,29.039,33.082,-46.718
s0928,GT,-77.840,23.420,46.581,78.160,28.420,51.581,-19.840,-32.580,63.581,9.160,-35.580,64.581,-39.840,-44.580,-10.619,44.160,-44.580,-7.619,-32.840,27.420,-51.619,36.260,21.420,-48.519
s0940,GT,-78.730,4.200,58.441,81.270,11.200,59.441,-11.730,-49.800,55.441,11.270,-51.800,55.441,-37.730,-31.800,-20.759,40.270,-31.800,-18.759,-31.730,27.200,-48.759,27.270,31.200,-44.759
s1044,PRED,-89.083,25.743,50.947,85.917,23.743,50.947,-11.083,-37.257,59.947,10.917,-36.257,60.947,-38.083,-31.357,-17.153,36.917,-37.357,-16.153,-26.083,21.643,-46.153,32.917,20.643,-49.153
s1008,PRED,-77.213,16.632,51.513,82.687,17.632,48.613,-5.313,-42.368,53.613,14.687,-42.368,53.613,-37.313,-31.368,-17.587,37.687,-31.368,-17.587,-31.313,23.632,-44.587,27.687,24.632,-46.587
s1069,PRED,-76.483,19.578,45.922,72.617,4.478,51.922,-7.383,-43.522,45.922,4.617,-42.422,47.022,-35.383,-23.422,-21.178,33.617,-30.422,-20.178,-23.383,32.578,-45.178,32.617,32.578,-39.178
s0928,PRED,-77.188,19.245,49.280,75.812,25.245,50.280,-9.188,-36.855,56.380,8.912,-34.855,58.280,-40.188,-28.855,-11.820,47.812,-26.855,-9.820,-28.188,23.145,-50.820,37.812,23.145,-50.820
s1069,GT,-71.321,10.690,52.373,67.679,5.690,56.373,-17.321,-45.310,49.373,7.679,-49.310,49.373,-32.321,-29.310,-18.827,33.679,-32.310,-17.827,-21.321,30.690,-47.827,30.679,30.690,-45.827
s0986,GT,-72.252,3.142,52.586,70.648,0.142,54.486,-17.252,-53.858,52.586,-1.252,-54.858,52.586,-29.252,-33.858,-27.614,28.748,-34.858,-24.614,-26.252,41.142,-42.614,30.748,41.142,-39.614
s0963,GT,-67.926,9.433,51.609,74.974,0.433,37.709,-5.026,-54.567,39.709,6.974,-54.567,39.709,-37.026,-22.567,-19.491,30.974,-31.567,-25.491,-31.026,47.433,-30.491,29.974,43.433,-33.491
s1120,PRED,-71.040,32.339,45.964,70.060,24.439,48.964,-11.040,-27.661,54.964,10.060,-26.561,54.964,-38.940,-35.661,-15.136,36.960,-35.661,-15.036,-32.940,24.339,-48.136,34.060,24.339,-48.136
s1120,GT,-66.887,32.602,43.101,75.213,29.502,36.101,-3.787,-29.498,63.101,12.213,-27.498,61.101,-34.887,-37.498,-3.999,33.113,-40.498,-4.999,-34.887,15.502,-45.999,31.113,14.502,-49.999
s1005,PRED,-86.052,12.615,54.223,75.948,14.615,53.223,-11.152,-58.385,47.123,11.848,-55.385,48.123,-30.052,-32.385,-22.977,35.948,-30.385,-23.977,-30.052,35.615,-43.977,32.948,32.615,-46.977
s1046,PRED,-81.194,23.130,48.771,82.706,20.130,50.671,-11.194,-41.870,56.771,7.806,-42.870,56.771,-30.194,-27.870,-19.429,30.806,-30.870,-22.429,-30.194,34.130,-49.429,29.806,27.130,-47.429
s1322,PRED,-74.498,12.857,49.251,80.502,19.857,50.251,-6.498,-46.143,48.251,17.502,-43.243,46.351,-34.498,-34.243,-18.849,36.502,-35.243,-20.849,-35.498,27.757,-44.849,31.502,30.757,-42.849
s1044,GT,-86.249,30.260,47.690,86.651,22.260,47.790,-8.349,-38.740,62.790,3.651,-38.740,62.790,-32.349,-32.740,-18.410,31.651,-38.740,-12.410,-29.349,30.260,-42.410,31.651,29.260,-45.410
s1347,PRED,-82.297,21.937,47.498,76.803,22.037,50.498,-7.297,-35.063,55.498,12.803,-31.963,55.498,-33.197,-34.063,-20.602,36.803,-32.063,-17.602,-24.197,19.937,-48.602,28.803,26.937,-47.602
