id,gt_or_pred,fhr,fhc_x,fhc_y,fhc_z,nsa,fna_x,fna_y,fna_z,fda_x,fda_y,fda_z
s0375_femur_left,PRED,33.647,125.778,40.594,81.534,132.914,127.280,39.520,78.751,93.486,21.885,111.577
s0593_femur_left,PRED,32.400,119.007,70.933,87.903,130.752,130.383,41.327,82.662,92.928,25.956,115.765
s0592_femur_righ,GT,31.154,130.394,72.885,75.387,121.285,144.837,57.805,77.372,93.383,13.108,102.649
s0614_femur_left,PRED,33.895,127.268,59.549,76.183,129.541,45.651,133.053,102.291,90.207,10.215,100.213
s0593_femur_righ,PRED,32.919,124.497,63.856,87.581,139.379,129.171,40.273,82.099,101.609,26.037,112.960
s0614_femur_left,GT,32.214,128.637,59.074,75.808,126.922,128.263,40.833,77.888,81.304,14.021,100.913
s0648_femur_left,GT,31.376,140.425,62.463,84.380,112.342,148.289,59.589,81.859,88.948,25.535,115.511
s0648_femur_left,PRED,32.314,138.762,59.969,83.337,119.081,151.619,62.180,84.827,96.127,23.753,112.855
s0593_femur_righ,GT,32.481,124.825,62.450,87.749,129.618,136.670,47.779,82.015,85.545,20.630,69.900
s0648_femur_righ,GT,31.784,132.237,48.730,78.948,114.979,138.284,55.999,68.858,94.752,24.687,114.165
s0648_femur_righ,PRED,32.306,133.245,47.298,78.209,123.906,135.933,51.912,71.263,100.762,26.329,113.722
s0664_femur_left,GT,31.554,138.075,43.206,76.288,122.611,143.022,65.638,64.037,112.193,28.341,106.710
s0664_femur_left,PRED,34.177,137.173,43.311,75.838,128.754,132.779,50.519,68.490,109.416,31.044,113.219
s0680_femur_left,GT,35.210,130.655,39.786,78.218,119.070,132.502,47.053,73.640,90.238,26.601,116.600
s0723_femur_righ,GT,32.532,122.494,60.160,97.962,119.166,136.852,46.866,90.896,87.082,41.229,131.079
s0723_femur_righ,PRED,30.146,126.735,60.386,98.443,124.733,141.762,52.005,93.678,90.753,31.276,121.265
s0723_femur_left,GT,29.130,128.499,52.857,98.196,124.350,136.299,46.311,90.839,88.094,32.838,122.768
s0723_femur_left,PRED,28.328,128.022,56.656,100.085,124.664,143.024,53.025,89.807,93.540,29.958,119.705
s0667_femur_left,PRED,37.881,138.284,48.438,85.270,133.736,131.833,43.318,80.753,98.531,25.419,113.753
s0667_femur_left,GT,39.470,139.560,46.704,83.318,99.457,152.901,64.603,81.169,88.097,45.132,135.069
s0776_femur_left,PRED,33.707,129.209,39.639,75.939,125.237,138.360,52.243,75.049,90.552,8.128,98.109
s0680_femur_left,PRED,35.803,129.150,42.493,79.205,124.480,131.316,44.420,76.565,95.073,29.638,119.114
s0776_femur_left,GT,34.632,132.505,38.281,72.615,128.046,129.705,44.653,72.963,86.771,10.021,99.476
s0776_femur_righ,PRED,35.166,131.608,47.614,78.743,124.678,133.279,49.092,71.452,88.446,10.369,100.250
s0776_femur_righ,GT,35.093,132.668,47.807,75.587,124.148,133.938,48.850,72.996,86.684,9.821,99.233
s0859_femur_left,PRED,31.944,128.641,37.911,81.208,121.109,139.528,55.201,71.989,86.091,3.912,90.156
s0859_femur_righ,PRED,30.360,123.804,38.929,77.801,123.956,140.313,53.528,76.504,91.440,11.026,100.929
s0859_femur_left,GT,32.806,135.330,33.358,70.419,100.586,145.223,61.709,71.497,73.016,17.752,95.015
s0859_femur_righ,GT,33.094,129.890,31.598,60.877,112.247,132.630,61.554,55.893,89.991,9.369,99.369
s0880_femur_left,GT,34.136,127.144,37.598,80.228,135.228,135.402,48.333,76.946,95.965,8.201,95.608
s0880_femur_left,PRED,32.795,127.468,44.182,87.496,115.578,141.349,62.720,64.896,98.532,18.479,106.266
s0880_femur_righ,GT,35.094,123.812,36.038,73.496,126.833,120.986,42.773,63.714,96.129,20.114,109.081
s0880_femur_righ,PRED,35.373,129.557,39.160,72.277,132.073,132.333,48.629,70.664,100.300,17.561,104.066
s1099_femur_righ,GT,31.949,124.853,64.633,96.693,111.898,146.761,56.878,87.519,94.854,52.039,141.617
s1099_femur_righ,PRED,31.563,126.024,62.867,93.690,116.208,145.605,57.066,98.824,86.798,45.991,135.812
s1069_femur_left,GT,32.887,131.521,41.403,72.992,128.279,133.308,50.017,70.031,91.836,7.015,96.769
s1069_femur_left,PRED,33.594,130.710,41.858,73.310,129.428,135.125,49.564,73.873,95.418,13.907,102.769
s1057_femur_righ,PRED,35.531,139.618,46.339,82.665,116.452,147.213,58.376,82.224,90.006,20.204,110.204
s1057_femur_righ,GT,33.794,143.370,49.134,83.009,117.492,144.605,55.177,84.437,88.160,23.017,112.934
s1057_femur_left,GT,32.743,154.851,37.374,86.302,107.534,162.323,72.588,92.953,89.998,16.897,106.897
s1057_femur_left,PRED,32.616,142.763,36.184,80.731,122.229,153.424,63.905,85.312,98.083,14.876,102.403
s0988_femur_left,GT,36.222,142.363,49.374,68.711,118.321,149.530,64.723,74.126,95.669,8.903,96.842
s1149_femur_left,GT,34.025,127.145,41.589,80.907,132.098,131.366,44.154,77.280,89.238,8.142,98.106
s0988_femur_left,PRED,38.032,138.679,43.957,72.086,119.242,143.260,59.585,71.419,94.884,13.847,102.925
s1228_femur_righ,GT,30.578,128.623,70.354,101.321,105.319,152.075,63.056,96.794,84.686,56.883,146.348
s1228_femur_righ,PRED,30.797,128.497,70.880,102.484,111.758,150.866,63.824,101.887,86.488,54.302,144.075
s1143_femur_righ,PRED,36.726,122.215,42.833,97.645,99.828,143.455,53.873,85.208,87.858,62.243,152.146
s1143_femur_left,PRED,35.264,129.773,40.639,96.463,100.435,145.723,56.263,84.638,86.990,56.974,146.802
s1149_femur_left,PRED,34.668,124.233,44.260,80.547,131.323,130.032,41.947,79.520,85.903,9.543,98.604
s1143_femur_righ,GT,38.829,119.822,41.174,100.418,109.295,133.951,44.234,85.972,86.494,53.223,143.000
s1143_femur_left,GT,36.307,130.211,38.322,98.889,120.160,132.574,42.983,85.161,89.814,40.167,130.167
s1291_femur_left,GT,31.002,123.825,60.767,99.991,127.146,133.388,43.696,94.206,88.099,36.209,126.143
s1291_femur_left,PRED,31.239,123.995,59.931,97.472,99.950,149.723,59.741,90.960,83.261,58.949,148.064
