id,gt_or_pred,fhr,fhc_x,fhc_y,fhc_z,nsa,fna_x,fna_y,fna_z,fda_x,fda_y,fda_z
s0723_femur_left,PRED,28.587,129.350,53.663,97.944,121.691,142.708,52.736,88.743,93.122,35.226,125.045
s0667_femur_left,GT,39.470,139.560,46.704,83.318,99.458,152.901,64.604,81.170,88.100,45.137,135.074
s0680_femur_left,GT,35.210,130.656,39.786,78.218,119.063,132.501,47.055,73.633,90.234,26.602,116.600
s0723_femur_righ,PRED,30.777,123.598,60.684,98.150,127.186,139.505,49.951,95.026,89.521,30.689,59.315
s0680_femur_left,PRED,35.890,127.052,43.308,80.042,100.169,144.692,58.171,76.322,90.693,49.090,139.081
s0776_femur_righ,GT,35.093,132.669,47.805,75.587,124.148,133.938,48.850,72.994,86.686,9.821,99.235
s0667_femur_left,PRED,37.759,137.166,46.392,84.772,110.901,147.644,58.425,83.648,95.403,46.957,136.448
s0776_femur_righ,PRED,34.955,131.603,45.863,75.528,129.505,130.789,43.876,76.611,87.246,10.582,100.209
s0776_femur_left,GT,34.632,132.506,38.280,72.615,128.046,129.703,44.652,72.962,86.765,10.015,99.467
s0776_femur_left,PRED,35.558,129.333,38.047,72.529,127.384,130.416,43.131,77.470,83.231,11.036,98.675
s0859_femur_left,GT,32.806,135.330,33.358,70.419,100.589,145.222,61.708,71.497,73.017,17.751,95.013
s0859_femur_left,PRED,30.759,127.632,40.619,78.349,108.393,146.081,61.656,72.947,81.227,10.094,94.954
s0880_femur_left,PRED,30.484,125.341,35.078,79.517,133.921,130.208,47.982,68.425,103.757,19.875,104.062
s0859_femur_righ,PRED,26.525,125.285,39.764,75.941,115.723,142.178,66.319,62.396,96.924,9.907,97.050
s0880_femur_righ,GT,35.094,123.809,36.037,73.497,126.828,120.987,42.775,63.712,96.110,20.099,109.071
s0859_femur_righ,GT,33.099,129.893,31.602,60.880,111.750,132.735,61.860,55.731,89.930,9.577,99.577
s0880_femur_left,GT,33.861,127.630,36.931,79.864,131.464,136.861,49.844,76.860,95.570,11.651,100.201
s1099_femur_righ,PRED,31.172,125.663,62.890,95.852,105.851,148.255,59.069,96.448,80.733,50.786,139.276
s1069_femur_left,GT,33.088,131.227,41.479,73.082,131.758,130.555,49.066,67.375,98.125,12.726,99.728
s0880_femur_righ,PRED,36.073,123.621,36.184,74.369,120.156,127.694,48.276,64.659,91.900,19.784,109.685
s1099_femur_righ,GT,31.950,124.852,64.634,96.692,111.896,146.764,56.881,87.520,94.853,52.039,141.617
s0988_femur_left,GT,36.305,142.187,49.383,68.729,117.036,144.512,62.834,68.989,95.191,11.835,100.606
s1057_femur_left,GT,32.744,154.849,37.373,86.301,107.534,162.326,72.590,92.953,90.001,16.898,106.898
s0988_femur_left,PRED,34.466,140.997,46.294,69.424,119.665,145.836,62.430,71.455,95.799,9.944,98.051
s1057_femur_left,PRED,30.115,151.951,32.706,87.101,110.998,162.909,72.985,91.563,94.138,15.082,104.477
s1057_femur_righ,PRED,32.792,142.798,47.061,84.428,121.320,141.901,52.637,83.595,89.866,21.864,111.863
s1069_femur_left,PRED,33.782,133.415,41.018,71.406,115.693,131.968,52.856,64.287,83.551,12.553,100.723
s1057_femur_righ,GT,33.795,143.370,49.134,83.009,117.491,144.609,55.179,84.445,88.157,23.016,112.934
s1143_femur_righ,GT,38.828,119.822,41.174,100.418,109.059,138.337,48.395,88.188,86.492,53.226,143.003
s1149_femur_left,PRED,34.685,125.462,41.728,81.777,125.611,136.795,47.608,83.171,84.779,9.495,97.909
s1149_femur_left,GT,34.046,127.106,41.579,80.886,132.362,131.179,43.969,77.279,89.444,8.347,98.328
s1143_femur_left,GT,36.544,129.921,38.615,99.038,122.733,139.299,49.519,86.464,97.736,42.397,131.353
s1228_femur_righ,PRED,30.885,130.349,68.238,100.774,109.972,151.440,63.133,98.974,91.676,58.839,31.217
s1291_femur_left,PRED,30.611,124.878,61.811,98.328,121.782,137.811,48.437,95.981,87.837,43.229,133.147
s1228_femur_righ,GT,30.579,128.624,70.351,101.320,105.317,152.076,63.057,96.794,95.315,56.886,33.649
s1291_femur_left,GT,31.002,123.825,60.767,99.991,127.146,133.388,43.697,94.207,88.099,36.208,126.142
s1143_femur_left,PRED,36.168,128.857,37.805,98.563,135.747,133.014,43.313,94.141,99.845,40.349,128.642
s1143_femur_righ,PRED,37.482,122.833,38.894,98.176,107.663,135.549,45.553,89.541,97.020,55.444,35.467
