id,gt_or_pred,asis_l_x,asis_l_y,asis_l_z,asis_r_x,asis_r_y,asis_r_z,pt_l_x,pt_l_y,pt_l_z,pt_r_x,pt_r_y,pt_r_z,is_l_x,is_l_y,is_l_z,is_r_x,is_r_y,is_r_z,psis_l_x,psis_l_y,psis_l_z,psis_r_x,psis_r_y,psis_r_z
s0091,PRED,-80.089,12.591,49.683,75.811,10.591,57.583,-15.089,-41.409,57.683,7.911,-40.409,57.683,-30.089,-32.409,-22.517,36.911,-29.409,-16.517,-26.089,25.591,-49.517,29.911,31.591,-48.517
s0082,GT,-73.662,9.294,55.858,73.338,7.294,53.858,-7.662,-46.706,50.858,7.338,-47.706,50.858,-36.662,-32.706,-14.342,39.338,-38.706,-14.342,-35.662,28.294,-41.342,31.338,28.294,-41.342
s0040,GT,-69.562,12.594,50.952,72.438,13.594,50.952,-11.562,-44.406,47.952,15.438,-46.406,47.952,-30.562,-32.406,-17.248,28.438,-33.406,-15.248,-32.562,36.594,-38.248,30.438,32.594,-39.248
s0314,PRED,-70.367,27.785,51.425,64.533,24.785,55.525,-16.467,-38.215,57.525,5.533,-38.215,57.525,-28.467,-35.215,-19.675,36.533,-34.215,-16.675,-23.467,21.785,-51.675,28.533,21.785,-48.675
s0314,GT,-69.576,22.314,53.842,61.424,25.314,59.842,-21.576,-39.686,56.842,5.424,-39.686,59.842,-31.576,-38.786,-20.258,34.424,-40.786,-15.258,-22.576,21.214,-50.258,33.424,21.214,-48.258
s0250,PRED,-83.164,6.933,46.282,80.736,16.933,55.182,-11.164,-43.067,53.282,5.836,-41.067,53.282,-34.164,-29.067,-24.918,28.836,-31.067,-24.918,-22.164,26.933,-42.918,25.836,26.933,-41.918
s0163,GT,-83.247,9.294,58.595,96.753,7.294,53.595,-2.247,-53.606,55.695,16.753,-55.606,55.695,-37.247,-29.606,-18.505,43.753,-29.606,-17.505,-34.247,36.394,-45.505,31.753,35.394,-42.505
s0370,PRED,-76.641,19.501,58.497,82.359,16.501,48.497,-2.641,-40.499,55.497,12.359,-40.499,55.497,-34.641,-33.499,-15.703,31.359,-33.499,-21.703,-33.641,26.501,-45.703,28.359,31.501,-46.703
s0029,GT,-75.121,9.976,53.955,80.879,9.976,50.955,-17.121,-53.024,50.955,17.879,-55.024,49.955,-32.121,-27.024,-24.245,30.879,-33.024,-26.245,-26.121,41.976,-41.245,24.879,38.976,-44.245
s0049,GT,-89.417,26.394,44.940,87.683,14.494,54.940,-22.317,-33.506,59.940,6.683,-36.506,61.940,-26.317,-38.606,-13.160,30.683,-38.606,-10.160,-23.317,18.394,-49.160,36.683,16.394,-49.160
s0341,GT,-84.326,21.291,49.622,78.574,27.291,58.522,-9.326,-43.709,61.622,3.674,-43.709,61.622,-31.326,-34.709,-21.578,37.674,-36.709,-15.578,-30.326,20.291,-51.578,37.674,23.291,-47.578
s0341,PRED,-87.931,21.995,47.167,78.069,25.895,56.267,-7.931,-40.005,57.167,13.069,-38.005,55.167,-36.931,-28.105,-20.933,37.069,-35.105,-19.933,-33.931,26.895,-47.933,32.069,28.895,-46.933
s0383,PRED,-81.436,14.198,46.848,73.464,25.198,52.748,-12.436,-37.802,56.848,9.564,-36.802,55.848,-35.436,-33.802,-18.352,43.564,-39.802,-15.352,-27.436,24.198,-50.352,30.564,27.198,-48.352
s0383,GT,-83.223,16.995,49.028,75.777,25.995,52.028,-2.223,-38.005,62.028,4.777,-37.005,62.028,-35.223,-34.005,-15.172,40.777,-32.005,-15.172,-26.223,23.995,-49.172,29.777,20.995,-49.172
s0440,GT,-65.401,1.805,57.253,68.599,-4.195,55.253,-5.401,-60.095,40.353,5.599,-58.095,40.353,-43.401,-29.095,-15.847,40.599,-29.095,-15.847,-32.401,30.905,-40.847,31.599,33.905,-40.847
s0385,PRED,-79.712,5.227,56.341,84.288,-0.773,52.341,-8.712,-54.773,40.341,4.288,-54.773,40.341,-38.712,-22.773,-20.859,44.288,-28.773,-21.859,-33.712,35.227,-42.859,27.288,28.227,-47.859
s0370,GT,-75.598,17.800,59.722,86.402,20.800,47.722,-3.598,-43.100,57.622,19.402,-43.200,55.722,-35.598,-38.200,-14.478,33.402,-36.200,-18.478,-32.598,24.800,-44.478,28.402,30.800,-50.478
s0399,PRED,-82.081,16.735,50.486,76.919,18.635,54.386,-14.081,-55.265,51.486,4.919,-53.265,51.486,-39.081,-32.265,-17.714,46.919,-35.265,-10.714,-24.081,36.735,-44.714,44.919,35.735,-40.714
s0250,GT,-83.330,12.463,48.298,75.670,9.563,56.198,-15.330,-44.437,54.198,9.670,-44.437,56.198,-33.330,-25.537,-25.902,34.670,-26.537,-22.902,-21.330,22.463,-41.902,28.670,25.463,-38.902
s0440,PRED,-66.448,4.751,55.057,71.452,9.751,49.157,-9.448,-54.249,42.057,8.552,-59.249,39.057,-41.548,-33.249,-18.043,40.452,-30.249,-16.043,-34.548,32.751,-39.043,34.452,34.751,-40.043
s0385,GT,-73.812,0.234,61.240,84.188,-1.766,55.240,-13.812,-52.766,43.240,22.188,-53.766,41.240,-37.812,-24.766,-26.960,38.188,-27.766,-27.960,-36.812,39.234,-36.960,27.188,33.334,-40.860
s0473,PRED,-72.796,22.359,49.186,76.204,22.359,49.186,-13.796,-37.641,53.186,5.204,-37.641,53.186,-31.796,-36.641,-21.014,30.204,-35.641,-16.014,-22.796,20.359,-45.014,31.204,20.359,-40.014
s0468,GT,-75.521,8.435,64.196,81.479,-0.665,55.096,-12.521,-55.565,50.196,18.479,-60.565,49.196,-32.521,-22.565,-28.004,31.479,-32.565,-30.004,-31.521,42.435,-40.004,27.479,39.435,-43.004
s0505,GT,-81.442,18.868,50.104,61.458,18.868,63.004,-26.442,-47.132,54.104,3.558,-47.132,56.104,-32.442,-35.132,-26.096,39.558,-35.132,-18.096,-21.442,26.868,-48.096,33.558,28.868,-45.096
s0468,PRED,-72.556,7.229,61.441,83.344,-0.771,50.541,-5.656,-54.771,52.541,15.344,-54.771,50.541,-34.656,-26.771,-23.659,34.344,-29.771,-24.659,-26.656,37.229,-42.659,28.344,30.229,-45.659
s0592,PRED,-75.614,17.663,52.882,77.386,13.663,48.882,-6.614,-40.337,52.882,12.386,-42.337,52.882,-37.614,-36.437,-16.218,39.386,-36.437,-13.218,-32.614,24.563,-46.218,31.386,24.563,-46.218
s0600,PRED,-77.120,28.612,54.887,89.780,22.612,42.987,-4.220,-43.388,61.987,11.780,-44.388,61.987,-36.220,-32.388,-18.213,35.780,-29.388,-19.213,-27.220,23.612,-51.213,28.780,20.612,-51.213
s0399,GT,-84.247,14.797,48.128,70.653,13.797,64.028,-13.347,-55.203,52.028,-0.347,-57.203,54.028,-40.247,-40.203,-20.072,46.753,-40.203,-14.072,-31.247,30.797,-47.072,43.753,30.797,-38.072
s0581,PRED,-77.514,3.648,52.193,83.386,0.648,51.293,-6.514,-59.352,46.193,5.486,-59.352,45.193,-35.614,-34.352,-19.907,31.386,-34.352,-19.907,-92.614,64.648,-69.907,33.386,35.648,-40.907
s0505,PRED,-79.450,20.394,51.820,67.550,23.494,58.720,-15.450,-47.506,54.720,8.550,-48.506,57.720,-31.450,-33.606,-25.380,43.550,-30.606,-15.380,-20.450,25.394,-49.380,37.550,28.394,-42.380
s0473,GT,-82.041,31.851,39.727,75.959,21.951,51.627,-25.041,-35.049,54.627,3.959,-38.049,57.627,-32.041,-36.149,-18.473,29.959,-40.149,-13.473,-23.041,22.851,-43.473,30.959,20.851,-40.473
s0593,PRED,-80.540,17.377,48.675,71.460,28.377,53.675,-17.540,-49.623,53.675,6.460,-49.623,53.675,-33.540,-34.623,-17.525,43.460,-34.623,-17.525,-34.440,29.377,-46.425,35.460,29.277,-47.425
s0483,GT,-77.024,2.811,67.196,81.776,14.811,53.196,-11.124,-57.189,52.296,21.876,-54.189,49.296,-40.124,-37.189,-18.904,40.876,-31.189,-23.904,-43.124,32.811,-38.904,31.876,40.811,-45.904
s0593,GT,-81.622,19.652,50.197,73.178,27.652,56.197,-10.722,-52.348,56.297,7.278,-52.348,56.297,-33.722,-37.348,-18.903,42.278,-31.348,-15.903,-36.722,32.652,-42.903,36.278,32.652,-44.903
s0600,GT,-80.059,30.796,54.867,96.941,18.796,45.867,-14.059,-44.204,65.867,19.941,-45.204,63.867,-36.059,-35.204,-17.333,28.941,-39.204,-19.333,-30.059,22.796,-47.333,28.941,22.796,-52.333
s0607,PRED,-81.098,20.132,49.721,73.802,27.132,54.821,-7.198,-36.868,58.821,9.802,-36.868,58.821,-29.198,-33.868,-19.379,36.802,-30.868,-16.379,-32.198,28.132,-49.379,33.802,30.132,-49.379
s0581,GT,-78.150,5.832,51.889,84.850,0.832,51.889,-11.250,-55.068,47.889,6.750,-57.168,45.989,-35.250,-31.168,-19.211,31.750,-34.168,-19.211,-32.250,37.832,-40.211,33.750,33.832,-40.211
s0089,PRED,-19.542,-13.592,50.819,75.458,12.408,49.819,-17.542,-13.592,52.819,14.458,-42.692,47.919,-4.542,0.308,-54.281,46.458,-46.692,-20.281,48.458,60.308,-18.281,50.458,58.308,-18.281
s0483,PRED,-77.692,2.761,58.135,88.208,18.761,47.235,-4.792,-59.239,50.235,16.208,-56.239,49.235,-38.792,-33.239,-15.965,44.208,-31.239,-20.965,-40.792,32.761,-39.965,26.208,31.761,-44.965
s0636,GT,-78.229,11.534,56.507,84.771,17.434,41.607,-0.229,-39.466,56.507,18.771,-36.466,53.507,-35.229,-33.566,-17.593,33.771,-32.566,-23.593,-37.229,22.434,-41.593,27.771,25.434,-50.593
s0668,PRED,-68.774,8.262,52.643,69.226,5.262,52.643,-8.774,-60.738,40.643,6.226,-58.738,40.643,-38.774,-34.738,-22.557,42.226,-35.738,-21.557,-27.774,37.262,-43.557,32.226,36.262,-43.557
s0607,GT,-80.401,19.984,52.712,75.599,28.984,56.712,-16.401,-36.116,58.812,10.599,-37.016,61.712,-27.401,-36.116,-20.388,33.599,-36.116,-18.388,-30.401,22.884,-48.388,30.599,26.884,-47.388
s0624,GT,-73.500,13.441,54.251,73.500,16.441,54.251,-13.500,-37.559,57.251,8.500,-37.559,57.251,-31.500,-32.559,-19.949,34.500,-31.559,-17.949,-25.500,23.441,-44.949,25.500,23.441,-44.949
s0673,PRED,-82.489,16.288,46.159,74.511,23.288,55.159,-5.489,-45.712,53.159,12.511,-42.812,51.259,-27.489,-31.812,-24.941,32.511,-31.812,-16.941,-24.489,24.188,-49.941,32.511,26.188,-39.941
s0668,GT,-69.851,5.377,52.221,68.149,5.377,52.221,-16.851,-59.623,45.221,17.149,-60.623,45.221,-37.851,-34.623,-18.979,40.149,-34.623,-19.979,-28.851,34.377,-40.979,31.149,37.377,-40.979
s0680,PRED,-80.463,24.662,49.772,80.537,18.662,52.772,-17.463,-38.338,52.772,6.537,-38.338,52.772,-36.463,-29.338,-18.428,37.537,-29.338,-16.428,-24.463,23.662,-48.428,31.537,21.662,-46.428
s0680,GT,-77.522,21.902,52.614,79.278,18.902,53.614,-20.622,-39.098,53.714,7.378,-39.098,53.714,-35.622,-35.098,-20.486,36.378,-35.098,-18.486,-23.622,24.902,-45.486,33.378,25.002,-44.386
s0624,PRED,-71.238,12.816,53.081,76.762,16.816,52.081,-13.238,-37.184,56.081,8.762,-37.184,56.081,-31.238,-34.184,-19.119,34.762,-26.184,-19.119,-30.238,21.816,-46.119,25.762,21.816,-48.119
s0673,GT,-80.807,16.106,44.313,71.093,25.106,59.213,-0.807,-47.894,58.313,1.193,-46.894,58.313,-25.807,-35.794,-23.787,31.193,-36.894,-17.887,-32.707,40.106,-38.787,-18.907,49.106,-4.787
s0626,GT,-74.656,2.993,57.070,86.244,5.993,46.170,-2.656,-60.007,51.070,18.344,-61.007,48.070,-38.756,-38.007,-19.030,39.244,-35.007,-23.030,-38.756,31.993,-37.030,30.144,40.993,-34.930
s0728,PRED,-72.235,24.183,49.175,72.765,24.183,49.175,-11.235,-50.817,49.175,6.765,-47.817,48.175,-34.235,-33.817,-16.025,35.765,-33.817,-13.025,-29.235,30.183,-46.025,32.765,24.183,-47.025
s0728,GT,-67.582,8.415,49.575,64.418,4.415,55.575,-10.582,-54.585,49.575,7.418,-49.585,50.575,-33.582,-38.585,-15.625,36.418,-37.585,-9.625,-27.582,24.415,-44.625,36.418,27.415,-42.625
s0663,PRED,-83.519,4.243,47.080,84.281,1.243,51.080,-16.619,-49.757,48.180,4.381,-52.757,48.180,-33.619,-35.757,-23.020,35.381,-36.757,-21.020,-26.619,35.243,-42.020,33.381,35.243,-41.020
s0687,GT,-79.040,28.734,43.038,78.860,19.734,47.938,-17.040,-33.266,60.038,6.960,-36.266,61.038,-34.040,-36.266,-10.162,32.960,-37.266,-8.162,-31.040,20.734,-47.162,32.960,15.734,-47.162
s0592,GT,-74.660,11.115,49.307,74.340,11.115,49.307,-2.660,-39.885,55.307,8.340,-41.885,55.307,-36.660,-33.985,-12.793,37.340,-33.085,-15.693,-42.660,53.015,-12.793,38.340,31.015,-39.793
s0737,PRED,-64.937,4.556,56.080,70.963,11.556,54.180,-6.937,-54.444,43.080,13.063,-53.444,42.080,-40.037,-34.444,-18.020,44.963,-37.444,-17.020,-33.037,26.556,-44.020,31.963,29.556,-42.020
s0626,PRED,-70.896,-0.871,55.748,87.104,6.029,47.648,-5.896,-59.871,47.748,18.104,-60.871,46.748,-34.896,-34.871,-21.452,41.104,-34.871,-21.452,-36.896,34.129,-38.452,29.104,38.129,-39.452
s0663,GT,-88.105,6.894,48.940,84.895,-1.106,52.940,-16.105,-49.106,49.940,9.895,-50.106,51.940,-35.105,-40.206,-19.160,35.895,-38.206,-19.160,-27.105,28.794,-43.160,36.895,31.794,-40.160
s0636,PRED,-74.300,11.820,54.667,85.600,20.820,36.567,-5.300,-38.180,54.667,11.700,-41.180,54.667,-35.300,-33.180,-12.533,36.700,-32.180,-21.533,-31.300,22.820,-43.533,22.700,22.820,-46.533
s0763,PRED,-66.753,18.672,52.286,75.247,6.672,43.286,-5.753,-48.328,46.286,13.247,-48.328,46.286,-34.753,-27.328,-18.914,30.247,-33.328,-21.914,-29.753,32.672,-36.914,25.247,29.672,-40.914
s0737,GT,-66.008,3.942,55.674,69.992,9.942,55.674,-8.908,-56.058,43.574,9.892,-54.058,45.574,-40.008,-36.058,-18.526,47.992,-33.058,-18.526,-33.008,29.942,-40.526,34.992,29.942,-42.526
s0763,GT,-68.573,17.231,55.646,78.327,8.231,46.746,-5.573,-47.769,49.646,11.427,-48.769,47.646,-33.673,-24.769,-17.454,30.327,-28.769,-20.454,-28.673,28.231,-36.454,25.327,23.231,-42.454
s0687,PRED,-76.329,22.105,47.932,79.671,16.105,46.932,-7.329,-37.895,58.932,8.671,-39.895,58.932,-37.329,-35.895,-12.268,33.671,-38.895,-14.268,-30.329,20.105,-48.268,30.671,17.105,-48.268
s0726,GT,-84.002,0.718,48.538,77.998,9.718,54.538,-8.002,-50.282,45.538,8.998,-50.282,45.538,-36.002,-31.282,-22.662,43.998,-28.282,-19.662,-39.002,32.718,-37.662,34.998,34.718,-34.662
s0772,PRED,-76.093,20.567,55.144,79.907,23.567,55.144,-10.093,-47.433,55.144,7.907,-47.433,55.144,-31.093,-38.433,-23.056,33.907,-37.433,-22.056,-29.093,35.567,-49.056,33.907,33.567,-43.056
s0726,PRED,-85.668,-2.898,51.623,78.332,6.102,52.623,-7.668,-52.898,43.623,7.332,-49.898,43.623,-33.668,-30.898,-19.577,42.332,-30.898,-19.577,-32.668,30.102,-40.577,30.332,32.102,-40.577
s0772,GT,-83.197,18.253,53.088,77.803,14.153,62.988,-18.197,-47.747,55.088,9.903,-51.747,56.988,-30.197,-42.747,-22.112,33.803,-42.747,-19.112,-26.197,34.253,-49.112,33.803,32.253,-43.112
s0774,PRED,-76.910,11.592,45.800,73.090,1.592,50.800,-16.910,-51.408,44.800,7.090,-51.408,45.800,-33.910,-26.408,-17.400,33.090,-29.408,-19.400,-26.910,36.592,-41.400,35.090,30.592,-38.400
s0842,GT,-70.575,23.600,57.713,80.425,16.600,54.713,-2.575,-41.400,61.713,7.425,-38.400,61.713,-42.575,-37.400,-10.487,41.425,-33.400,-12.487,-34.575,24.600,-49.487,-0.575,35.600,-43.487
s0869,PRED,-75.963,20.108,59.749,89.037,24.108,45.749,-3.963,-42.892,54.749,20.037,-42.892,53.749,-36.963,-31.892,-17.451,39.037,-33.892,-20.451,-30.963,24.108,-46.451,27.037,23.108,-49.451
s0804,GT,-73.398,9.183,49.864,68.702,9.083,49.864,-10.298,-53.817,46.964,1.702,-54.817,46.964,-38.298,-31.817,-19.236,37.702,-34.817,-16.236,-28.298,31.183,-43.236,24.702,22.183,-45.236
s0746,PRED,-77.369,7.466,54.035,82.531,1.466,51.135,-6.469,-50.534,48.135,15.531,-49.534,48.135,-31.469,-34.534,-22.065,28.531,-36.534,-23.065,-26.469,29.466,-43.065,27.531,33.466,-43.065
s0924,PRED,-72.739,12.816,59.157,79.261,15.816,48.157,-6.739,-47.084,48.257,13.261,-45.084,48.257,-36.739,-27.084,-17.943,30.261,-31.084,-20.943,-33.739,25.916,-46.943,26.261,26.916,-47.943
s0842,PRED,-76.515,25.163,56.877,85.485,17.163,50.877,-8.515,-42.837,58.877,15.485,-39.937,56.977,-43.515,-37.937,-10.223,41.485,-38.937,-14.223,-36.515,27.063,-49.223,-0.515,35.063,-40.223
s0774,GT,-76.022,11.570,45.518,70.978,4.570,49.518,-20.022,-45.430,46.518,10.978,-46.430,48.518,-30.022,-30.530,-21.582,32.978,-31.530,-19.582,-24.022,29.470,-40.582,33.978,26.470,-39.582
s0963,PRED,-68.006,7.746,49.095,74.994,-1.254,40.095,-4.006,-56.254,40.095,18.994,-52.254,40.095,-40.006,-30.254,-18.105,31.994,-32.254,-21.105,-30.006,33.746,-36.105,29.994,30.746,-36.105
s0746,GT,-79.820,6.148,58.082,83.080,1.148,52.182,-4.920,-49.852,49.182,18.080,-49.852,49.182,-28.920,-29.852,-21.018,29.080,-33.852,-21.018,-25.920,33.148,-40.018,25.080,30.148,-43.018
s0924,GT,-69.233,7.943,61.532,76.667,4.943,50.632,-1.233,-44.057,49.532,20.767,-46.057,46.532,-35.333,-28.057,-16.568,30.667,-28.057,-20.568,-41.333,28.943,-44.568,30.667,34.943,-46.568
s0928,PRED,-78.658,25.604,44.004,77.342,28.604,50.004,-6.658,-33.396,60.004,16.342,-31.296,58.904,-47.658,-37.396,-8.196,45.342,-25.396,-5.196,-33.658,20.604,-51.196,30.342,19.604,-53.196
s0931,GT,-78.640,14.535,52.530,80.360,23.535,52.530,-5.640,-44.465,56.530,14.360,-41.465,54.530,-29.640,-41.565,-19.570,33.360,-40.565,-16.570,-32.640,18.435,-46.570,33.360,32.435,-43.570
s0869,GT,-77.388,26.736,58.051,84.612,26.736,49.051,-9.388,-41.364,55.151,18.612,-44.264,57.051,-36.388,-38.364,-18.049,41.612,-32.364,-19.049,-30.388,20.636,-43.049,27.612,15.636,-46.049
s0940,PRED,-82.685,5.767,56.160,81.215,13.767,58.060,-14.685,-48.233,53.160,5.315,-48.233,53.160,-39.685,-31.233,-19.040,40.315,-31.233,-21.040,-30.685,33.767,-48.040,28.315,34.767,-48.040
s0986,PRED,-75.672,19.018,52.272,79.328,16.018,47.272,-10.672,-52.982,54.272,7.328,-49.982,53.272,-30.672,-31.082,-24.828,38.328,-19.082,-17.828,-27.672,26.918,-41.828,26.328,30.918,-41.828
s0979,PRED,-82.893,25.158,52.901,79.107,19.158,55.901,-19.893,-39.842,54.901,3.107,-40.842,54.901,-38.893,-34.842,-16.299,41.107,-34.842,-16.299,-26.893,21.158,-51.299,33.107,24.158,-51.299
s0931,PRED,-80.595,18.398,50.776,81.405,18.398,51.776,-16.595,-40.602,54.776,7.405,-40.602,54.776,-32.595,-39.602,-19.424,39.405,-40.602,-17.424,-27.595,20.398,-47.424,30.405,22.398,-43.424
s0979,GT,-81.060,25.417,53.971,77.840,20.417,56.871,-23.060,-43.583,55.971,2.940,-42.583,55.971,-39.060,-33.583,-18.229,38.940,-34.583,-17.229,-28.060,21.417,-50.229,35.940,18.417,-50.229
s1008,GT,-77.454,16.203,52.605,79.446,13.203,51.705,-18.554,-44.797,54.705,21.446,-41.797,54.705,-35.554,-32.797,-15.495,34.446,-36.797,-16.495,-28.554,20.203,-42.495,30.446,25.203,-43.495
s1016,PRED,-87.383,20.045,54.261,78.517,20.045,56.161,-14.383,-36.955,56.261,4.617,-36.955,56.261,-32.383,-30.955,-23.939,40.617,-27.955,-17.939,-23.383,21.045,-49.939,29.617,24.045,-50.939
s1016,GT,-86.411,14.822,57.804,78.489,17.822,60.704,-20.411,-42.178,56.804,5.589,-45.178,56.804,-33.411,-33.178,-22.396,35.589,-33.178,-20.396,-30.411,31.822,-50.396,28.589,28.822,-52.396
s1005,GT,-75.139,5.735,56.972,76.761,13.735,50.072,-0.239,-57.265,53.072,13.761,-55.265,53.072,-33.239,-35.265,-21.128,33.761,-38.265,-24.128,-35.239,36.735,-39.128,30.761,33.735,-45.128
s1069,GT,-71.321,10.690,52.373,67.679,5.690,56.373,-17.321,-45.310,49.373,7.679,-49.310,49.373,-32.321,-29.310,-18.827,33.679,-32.310,-17.827,-21.321,30.690,-47.827,30.679,30.690,-45.827
s0940,GT,-78.730,4.200,58.441,81.270,11.200,59.441,-11.730,-49.800,55.441,11.270,-51.800,55.441,-37.730,-31.800,-20.759,40.270,-31.800,-18.759,-31.730,27.200,-48.759,27.270,31.200,-44.759
s1008,PRED,-80.509,15.324,51.541,78.491,10.324,53.541,-16.509,-44.676,53.541,6.491,-44.676,53.541,-36.509,-37.676,-17.659,39.491,-37.676,-17.659,-32.509,23.324,-43.659,32.491,25.324,-44.659
s0963,GT,-67.926,9.433,51.609,74.974,0.433,37.709,-5.026,-54.567,39.709,6.974,-54.567,39.709,-37.026,-22.567,-19.491,30.974,-31.567,-25.491,-31.026,47.433,-30.491,29.974,43.433,-33.491
s0804,PRED,-76.318,19.924,48.935,68.682,17.824,49.035,-31.318,-39.176,34.035,-4.318,-54.076,43.935,0.682,-11.176,-51.165,43.682,-37.176,-12.165,42.682,52.824,-18.165,42.682,50.924,-20.065
s1120,PRED,-74.250,34.279,39.720,76.750,32.279,39.720,-7.250,-28.721,58.720,13.750,-28.721,57.720,-42.250,-30.821,-9.380,35.750,-30.821,-16.380,-36.250,21.179,-49.380,31.750,20.179,-51.380
s1069,PRED,-71.721,11.574,50.167,73.379,7.474,50.167,-10.721,-46.426,47.167,7.379,-46.526,47.167,-35.621,-28.426,-17.933,35.379,-28.426,-15.933,-24.621,33.574,-45.933,30.379,27.574,-44.933
s0928,GT,-77.840,23.420,46.581,78.160,28.420,51.581,-19.840,-32.580,63.581,9.160,-35.580,64.581,-39.840,-44.580,-10.619,44.160,-44.580,-7.619,-32.840,27.420,-51.619,36.260,21.420,-48.519
s1120,GT,-66.887,32.602,43.101,75.213,29.502,36.101,-3.787,-29.498,63.101,12.213,-27.498,61.101,-34.887,-37.498,-3.999,33.113,-40.498,-4.999,-34.887,15.502,-45.999,31.113,14.502,-49.999
s1044,PRED,-88.366,25.204,48.460,87.634,16.204,49.460,-17.366,-37.796,60.460,6.634,-40.796,61.460,-35.366,-31.896,-16.640,34.634,-36.896,-13.640,-26.366,18.104,-48.641,30.634,23.104,-48.641
s1322,PRED,-77.838,18.362,50.436,78.262,21.362,50.336,-6.838,-43.638,51.436,14.162,-44.638,51.436,-33.838,-34.638,-17.764,38.162,-35.638,-19.764,-32.838,22.362,-44.764,31.162,23.362,-44.764
s1005,PRED,-81.886,5.294,55.519,74.014,3.294,55.619,-6.886,-55.706,50.519,16.114,-54.706,49.519,-32.986,-31.706,-22.581,35.014,-31.706,-19.581,-29.986,30.294,-46.581,32.014,33.294,-45.581
s0986,GT,-73.788,4.756,52.592,72.112,-0.244,54.492,-16.788,-54.244,52.592,-1.788,-54.244,52.592,-27.788,-32.244,-27.608,33.212,-29.244,-21.608,-24.788,40.756,-42.608,32.212,39.756,-39.608
s1046,PRED,-78.302,23.452,49.733,81.698,22.452,49.733,-6.302,-42.548,57.733,12.698,-42.548,57.733,-34.302,-28.548,-16.467,28.698,-34.548,-18.467,-28.302,27.452,-49.467,31.698,24.452,-48.467
s1044,GT,-86.249,30.260,47.690,86.651,22.260,47.790,-8.349,-38.740,62.790,3.651,-38.740,62.790,-32.349,-32.740,-18.410,31.651,-38.740,-12.410,-29.349,30.260,-42.410,31.651,29.260,-45.410
