id,gt_or_pred,asis_l_x,asis_l_y,asis_l_z,asis_r_x,asis_r_y,asis_r_z,pt_l_x,pt_l_y,pt_l_z,pt_r_x,pt_r_y,pt_r_z,is_l_x,is_l_y,is_l_z,is_r_x,is_r_y,is_r_z,psis_l_x,psis_l_y,psis_l_z,psis_r_x,psis_r_y,psis_r_z
s0040,PRED,-74.919,19.952,48.464,69.981,13.952,52.364,-34.919,-76.048,64.464,53.981,-76.048,63.364,-33.819,-40.048,-15.636,39.081,-41.048,-16.736,-29.919,26.952,-42.736,35.081,27.952,-40.736
s0029,PRED,-78.965,7.171,52.760,75.935,6.171,52.660,-10.965,-56.829,48.760,2.035,-56.829,48.760,-34.965,-30.829,-22.440,36.035,-30.829,-21.440,-26.965,39.171,-43.440,28.035,33.171,-45.440
s0040,GT,-69.562,12.594,50.952,72.438,13.594,50.952,-11.562,-44.406,47.952,15.438,-46.406,47.952,-30.562,-32.406,-17.248,28.438,-33.406,-15.248,-32.562,36.594,-38.248,30.438,32.594,-39.248
s0163,PRED,-86.177,10.080,53.526,94.823,20.080,53.526,-10.177,-49.920,51.526,19.823,-51.920,51.526,-41.177,-26.920,-19.674,47.823,-19.820,-16.574,-33.177,34.080,-44.674,92.823,22.080,-94.674
s0341,PRED,-90.998,23.053,51.301,77.002,23.053,56.301,-18.998,-41.947,57.301,0.000,0.000,0.000,-32.998,-33.947,-22.899,37.002,-34.947,-19.899,-31.998,24.053,-46.899,40.002,27.053,-44.899
s0082,GT,0.000,0.000,0.000,73.338,7.294,53.858,-7.662,-46.706,50.858,7.338,-47.706,50.858,-36.662,-32.706,-14.342,39.338,-38.706,-14.342,-35.662,28.294,-41.342,31.338,28.294,-41.342
s0314,PRED,-68.006,26.624,52.612,64.894,28.624,55.512,0.000,0.000,0.000,7.994,-37.376,57.612,-30.006,-36.376,-19.588,36.994,-33.376,-16.588,-27.006,21.624,-49.588,28.094,20.624,-49.488
s0370,PRED,-75.155,21.419,57.715,84.845,20.319,48.815,-11.155,-42.581,56.715,15.845,-39.581,54.715,-35.155,-32.681,-17.385,34.845,-32.681,-19.385,-37.155,21.319,-46.385,25.845,28.319,-49.385
s0341,GT,-84.326,21.291,49.622,78.574,27.291,58.522,0.000,0.000,0.000,3.674,-43.709,61.622,-31.326,-34.709,-21.578,37.674,-36.709,-15.578,-30.326,20.291,-51.578,37.674,23.291,-47.578
s0082,PRED,-77.230,6.946,53.046,76.770,10.946,52.046,-5.230,-46.054,50.046,6.770,-49.054,49.046,-38.230,-32.054,-13.154,41.770,-33.054,-15.154,-33.230,27.946,-45.154,30.770,21.946,-45.154
s0370,GT,-75.598,17.800,59.722,86.402,20.800,47.722,-3.598,-43.100,57.622,19.402,-43.200,55.722,-35.598,-38.200,-14.478,33.402,-36.200,-18.478,-32.598,24.800,-44.478,28.402,30.800,-50.478
s0163,GT,-83.247,9.294,58.595,96.753,7.294,53.595,-2.247,-53.606,55.695,16.753,-55.606,55.695,-37.247,-29.606,-18.505,43.753,-29.606,-17.505,-34.247,36.394,-45.505,31.753,35.394,-42.505
s0029,GT,-75.121,9.976,53.955,80.879,9.976,50.955,-17.121,-53.024,50.955,17.879,-55.024,49.955,-32.121,-27.024,-24.245,30.879,-33.024,-26.245,-26.121,41.976,-41.245,24.879,38.976,-44.245
s0049,PRED,-86.408,23.649,43.906,85.592,20.649,43.906,-19.408,-34.351,55.906,1.592,-34.351,57.906,-33.408,-32.351,-13.294,35.592,-33.351,-12.294,-24.408,21.649,-51.294,36.592,21.649,-49.294
s0383,GT,-83.223,16.995,49.028,75.777,25.995,52.028,-2.223,-38.005,62.028,0.000,0.000,0.000,-35.223,-34.005,-15.172,40.777,-32.005,-15.172,-26.223,23.995,-49.172,29.777,20.995,-49.172
s0314,GT,-69.576,22.314,53.842,61.424,25.314,59.842,-21.576,-39.686,56.842,5.424,-39.686,59.842,-31.576,-38.786,-20.258,34.424,-40.786,-15.258,-22.576,21.214,-50.258,33.424,21.214,-48.258
s0385,PRED,-83.730,13.456,60.394,24.270,10.356,60.294,-7.730,-54.544,42.394,9.270,-54.544,42.394,-35.730,-29.544,-19.806,45.270,-35.544,-25.806,-35.730,37.456,-38.806,29.270,28.556,-42.706
s0440,GT,-65.401,1.805,57.253,68.599,-4.195,55.253,-5.401,-60.095,40.353,5.599,-58.095,40.353,-43.401,-29.095,-15.847,40.599,-29.095,-15.847,-32.401,30.905,-40.847,31.599,33.905,-40.847
s0250,GT,-83.330,12.463,48.298,75.670,9.563,56.198,-15.330,-44.437,54.198,9.670,-44.437,56.198,-33.330,-25.537,-25.902,34.670,-26.537,-22.902,-21.330,22.463,-41.902,28.670,25.463,-38.902
s0473,PRED,-76.523,25.423,47.660,73.477,15.423,50.660,0.000,0.000,0.000,1.477,-37.577,53.660,-30.523,-36.577,-21.540,30.477,-35.577,-17.540,-24.523,22.423,-44.540,27.477,22.423,-44.540
s0440,PRED,-68.684,6.974,53.173,69.316,2.974,58.173,0.316,-88.926,50.273,0.416,-87.926,50.173,-41.684,-37.926,-17.927,44.316,-39.926,-17.927,-33.684,33.074,-39.927,36.316,33.074,-39.927
s0049,GT,-89.417,26.394,44.940,87.683,14.494,54.940,-22.317,-33.506,59.940,6.683,-36.506,61.940,-26.317,-38.606,-13.160,30.683,-38.606,-10.160,-23.317,18.394,-49.160,36.683,16.394,-49.160
s0250,PRED,-89.807,21.842,55.151,76.193,9.842,53.151,-19.807,-43.258,52.251,4.193,-44.158,54.151,-32.807,-32.258,-23.949,39.193,-26.258,-20.949,-21.807,27.742,-42.949,32.193,31.742,-41.949
s0385,GT,-73.812,0.234,61.240,84.188,-1.766,55.240,-13.812,-52.766,43.240,22.188,-53.766,41.240,-37.812,-24.766,-26.960,38.188,-27.766,-27.960,-36.812,39.234,-36.960,27.188,33.334,-40.860
s0399,PRED,-82.136,16.181,50.605,70.864,17.181,56.605,-16.136,-51.819,51.605,2.864,-54.819,52.605,-46.136,-24.919,-16.495,49.864,-30.919,-7.495,-26.136,29.081,-47.495,46.864,31.081,-41.495
s0592,PRED,-82.193,26.992,53.885,77.707,11.992,48.985,-4.293,-39.008,51.985,8.707,-39.008,51.985,-39.293,-30.008,-14.215,36.707,-32.008,-16.215,-38.293,25.992,-44.215,32.707,25.992,-47.215
s0505,GT,-81.442,18.868,50.104,61.458,18.868,63.004,-26.442,-47.132,54.104,3.558,-47.132,56.104,-32.442,-35.132,-26.096,39.558,-35.132,-18.096,-21.442,26.868,-48.096,33.558,28.868,-45.096
s0383,PRED,-89.181,16.616,45.805,72.819,23.616,55.805,-20.181,-36.384,54.805,8.819,-39.384,56.805,-34.181,-37.484,-19.295,43.819,-36.484,-16.295,-30.181,27.516,-49.295,32.819,21.516,-46.295
s0468,GT,-75.521,8.435,64.196,81.479,-0.665,55.096,-12.521,-55.565,50.196,18.479,-60.565,49.196,-32.521,-22.565,-28.004,31.479,-32.565,-30.004,-31.521,42.435,-40.004,27.479,39.435,-43.004
s0581,PRED,-80.480,4.575,52.414,81.520,3.575,52.414,-8.380,-58.425,48.314,4.520,-50.325,49.314,-35.380,-32.425,-21.686,33.520,-32.425,-18.786,-30.480,35.575,-42.786,0.520,35.575,-34.786
s0483,PRED,-81.317,7.720,58.557,81.583,15.720,54.657,-2.417,-58.280,49.657,20.583,-58.280,49.657,-44.417,-24.280,-12.543,45.583,-21.280,-18.543,-46.417,38.720,-40.543,28.583,38.720,-42.543
s0399,GT,-84.247,14.797,48.128,70.653,13.797,64.028,-13.347,-55.203,52.028,-0.347,-57.203,54.028,-40.247,-40.203,-20.072,46.753,-40.203,-14.072,-31.247,30.797,-47.072,43.753,30.797,-38.072
s0593,GT,-81.622,19.652,50.197,73.178,27.652,56.197,-10.722,-52.348,56.297,7.278,-52.348,56.297,-33.722,-37.348,-18.903,42.278,-31.348,-15.903,-36.722,32.652,-42.903,36.278,32.652,-44.903
s0581,GT,-78.150,5.832,51.889,84.850,0.832,51.889,-11.250,-55.068,47.889,6.750,-57.168,45.989,-35.250,-31.168,-19.211,31.750,-34.168,-19.211,-32.250,37.832,-40.211,33.750,33.832,-40.211
s0473,GT,-82.041,31.851,39.727,75.959,21.951,51.627,-25.041,-35.049,54.627,3.959,-38.049,57.627,-32.041,-36.149,-18.473,29.959,-40.149,-13.473,-23.041,22.851,-43.473,30.959,20.851,-40.473
s0468,PRED,-75.971,6.840,60.938,83.929,4.840,52.038,-5.971,-53.160,51.938,8.929,-58.160,50.038,-36.071,-33.160,-27.162,33.929,-30.160,-27.162,-30.071,38.840,-42.162,33.929,35.840,-42.162
s0636,GT,-78.229,11.534,56.507,84.771,17.434,41.607,-0.229,-39.466,56.507,18.771,-36.466,53.507,-35.229,-33.566,-17.593,33.771,-32.566,-23.593,-37.229,22.434,-41.593,27.771,25.434,-50.593
s0626,PRED,-81.844,19.704,59.644,92.156,5.604,43.544,-1.844,-60.296,47.644,20.156,-58.296,46.644,-37.844,-38.296,-20.556,43.156,-37.296,-23.556,-35.844,30.704,-38.556,31.156,39.704,-38.556
s0600,GT,-80.059,30.796,54.867,96.941,18.796,45.867,-14.059,-44.204,65.867,19.941,-45.204,63.867,-36.059,-35.204,-17.333,28.941,-39.204,-19.333,-30.059,22.796,-47.333,28.941,22.796,-52.333
s0593,PRED,-83.505,18.228,45.423,69.495,24.228,56.423,-14.505,-49.772,53.423,1.495,-51.772,53.423,-34.505,-38.772,-19.777,40.495,-41.772,-17.777,-36.505,29.228,-46.777,35.495,29.228,-46.777
s0483,GT,-77.024,2.811,67.196,81.776,14.811,53.196,-11.124,-57.189,52.296,21.876,-54.189,49.296,-40.124,-37.189,-18.904,40.876,-31.189,-23.904,-43.124,32.811,-38.904,31.876,40.811,-45.904
s0624,GT,-73.500,13.441,54.251,73.500,16.441,54.251,0.000,0.000,0.000,8.500,-37.559,57.251,-31.500,-32.559,-19.949,34.500,-31.559,-17.949,-25.500,23.441,-44.949,25.500,23.441,-44.949
s0607,GT,-80.401,19.984,52.712,75.599,28.984,56.712,-16.401,-36.116,58.812,10.599,-37.016,61.712,-27.401,-36.116,-20.388,33.599,-36.116,-18.388,-30.401,22.884,-48.388,30.599,26.884,-47.388
s0624,PRED,-74.620,11.154,52.771,78.380,17.154,51.771,-2.620,-37.846,55.771,16.380,-37.846,55.771,-31.620,-30.946,-18.329,34.380,-31.946,-18.329,-33.620,22.054,-46.329,23.380,26.054,-46.329
s0600,PRED,-74.345,25.176,52.943,86.655,17.176,40.943,-7.345,-43.824,61.943,0.000,0.000,0.000,-37.345,-31.824,-18.257,36.655,-33.824,-19.257,-27.345,23.176,-49.257,29.655,29.176,-51.257
s0668,PRED,-69.101,3.319,52.957,69.899,12.319,55.957,-11.101,-61.581,41.057,3.899,-61.581,41.057,-40.101,-35.581,-21.143,40.899,-35.581,-21.143,-31.101,36.419,-42.143,32.899,35.419,-43.143
s0626,GT,-74.656,2.993,57.070,86.244,5.993,46.170,-2.656,-60.007,51.070,18.344,-61.007,48.070,-38.756,-38.007,-19.030,39.244,-35.007,-23.030,-38.756,31.993,-37.030,30.144,40.993,-34.930
s0607,PRED,-83.423,18.369,51.884,78.377,29.369,54.884,0.000,0.000,0.000,13.477,-36.631,58.984,-30.523,-36.631,-18.216,36.477,-32.631,-16.216,-30.523,25.369,-49.216,30.477,30.369,-49.216
s0636,PRED,-76.021,12.696,54.396,83.979,21.696,34.396,-7.021,-38.304,55.396,20.979,-37.304,54.396,-36.021,-32.304,-13.804,38.979,-31.304,-21.804,-34.021,22.696,-42.804,25.979,22.696,-46.804
s0668,GT,-69.851,5.377,52.221,68.149,5.377,52.221,-16.851,-59.623,45.221,17.149,-60.623,45.221,-37.851,-34.623,-18.979,40.149,-34.623,-19.979,-28.851,34.377,-40.979,31.149,37.377,-40.979
s0505,PRED,-81.291,27.177,51.470,68.709,27.177,58.470,-25.391,-41.823,51.370,4.709,-44.723,73.370,-34.291,-27.823,-21.730,42.709,-29.823,-16.730,-26.291,41.177,-46.730,42.809,36.177,-37.630
s0728,GT,-67.582,8.415,49.575,64.418,4.415,55.575,-10.582,-54.585,49.575,7.418,-49.585,50.575,-33.582,-38.585,-15.625,36.418,-37.585,-9.625,-27.582,24.415,-44.625,36.418,27.415,-42.625
s0673,GT,-80.807,16.106,44.313,71.093,25.106,59.213,-0.807,-47.894,58.313,1.193,-46.894,58.313,-25.807,-35.794,-23.787,31.193,-36.894,-17.887,0.000,0.000,0.000,0.000,0.000,0.000
s0680,GT,-77.522,21.902,52.614,79.278,18.902,53.614,-20.622,-39.098,53.714,7.378,-39.098,53.714,-35.622,-35.098,-20.486,36.378,-35.098,-18.486,-23.622,24.902,-45.486,33.378,25.002,-44.386
s0663,PRED,-84.071,7.998,47.297,82.729,0.998,53.297,-16.171,-52.002,48.397,1.829,-52.002,48.397,-35.171,-37.002,-20.803,36.829,-36.002,-20.803,-33.171,33.998,-43.803,36.829,35.998,-41.803
s0728,PRED,-68.475,17.547,54.244,63.425,6.547,57.144,-9.475,-51.453,48.244,2.525,-53.453,47.244,-36.475,-31.453,-14.956,38.525,-37.453,-13.956,-30.475,29.547,-46.956,32.525,23.547,-46.956
s0680,PRED,-81.392,22.595,49.741,78.608,16.695,54.641,-21.392,-40.305,51.641,0.608,-41.305,52.641,-34.392,-34.405,-19.459,35.608,-32.405,-16.459,-22.392,24.595,-46.459,28.608,22.595,-48.459
s0687,GT,-79.040,28.734,43.038,78.860,19.734,47.938,-17.040,-33.266,60.038,0.000,0.000,0.000,-34.040,-36.266,-10.162,32.960,-37.266,-8.162,-31.040,20.734,-47.162,32.960,15.734,-47.162
s0687,PRED,-75.766,23.923,46.961,80.234,16.923,46.961,-2.766,-36.077,58.961,-2.766,-36.077,58.961,-37.766,-35.077,-17.239,34.234,-38.077,-12.239,-31.766,21.923,-48.239,28.234,18.923,-48.239
s0737,PRED,-66.770,7.831,60.134,67.230,9.831,57.134,-6.670,-54.169,44.034,13.330,-53.169,42.034,-42.770,-31.169,-17.066,45.230,-33.169,-14.066,-36.770,34.831,-41.066,32.230,29.831,-41.066
s0592,GT,-74.660,11.115,49.307,74.340,11.115,49.307,-2.660,-39.885,55.307,8.340,-41.885,55.307,-36.660,-33.985,-12.793,37.340,-33.085,-15.693,0.000,0.000,0.000,0.000,0.000,0.000
s0726,GT,-84.002,0.718,48.538,77.998,9.718,54.538,-8.002,-50.282,45.538,8.998,-50.282,45.538,-36.002,-31.282,-22.662,43.998,-28.282,-19.662,-39.002,32.718,-37.662,34.998,34.718,-34.662
s0737,GT,-66.008,3.942,55.674,69.992,9.942,55.674,-8.908,-56.058,43.574,9.892,-54.058,45.574,-40.008,-36.058,-18.526,47.992,-33.058,-18.526,-33.008,29.942,-40.526,34.992,29.942,-42.526
s0842,GT,-70.575,23.600,57.713,80.425,16.600,54.713,-2.575,-41.400,61.713,0.000,0.000,0.000,-42.575,-37.400,-10.487,41.425,-33.400,-12.487,-34.575,24.600,-49.487,-0.575,35.600,-43.487
s0663,GT,-88.105,6.894,48.940,84.895,-1.106,52.940,-16.105,-49.106,49.940,9.895,-50.106,51.940,-35.105,-40.206,-19.160,35.895,-38.206,-19.160,-27.105,28.794,-43.160,36.895,31.794,-40.160
