id,gt_or_pred,asis_l_x,asis_l_y,asis_l_z,asis_r_x,asis_r_y,asis_r_z,pt_l_x,pt_l_y,pt_l_z,pt_r_x,pt_r_y,pt_r_z,is_l_x,is_l_y,is_l_z,is_r_x,is_r_y,is_r_z,psis_l_x,psis_l_y,psis_l_z,psis_r_x,psis_r_y,psis_r_z
s0314,PRED,-70.913,25.143,51.183,73.087,23.043,53.083,-15.913,-36.857,54.183,5.087,-34.857,54.183,-31.913,-36.857,-18.017,35.087,-33.857,-17.017,-28.913,24.143,-51.017,31.087,30.143,-51.017
s0082,GT,-72.544,4.287,53.868,73.456,7.287,53.868,-7.544,-46.713,50.868,6.456,-47.713,50.868,-36.544,-32.713,-14.332,39.456,-38.713,-14.332,-37.544,33.287,-41.332,33.456,32.287,-41.332
s0314,GT,-69.576,22.314,53.842,61.424,25.314,59.842,-21.576,-39.686,56.842,5.424,-39.686,59.842,-31.576,-38.786,-20.258,34.424,-40.786,-15.258,-22.576,21.214,-50.258,33.424,21.214,-48.258
s0029,GT,-75.121,9.976,53.955,80.879,9.976,50.955,-17.121,-53.024,50.955,17.879,-55.024,49.955,-32.121,-27.024,-24.245,30.879,-33.024,-26.245,-26.121,41.976,-41.245,24.879,38.976,-44.245
s0163,GT,-83.247,9.294,58.595,96.753,7.294,53.595,-2.247,-53.606,55.695,16.753,-55.606,55.695,-37.247,-29.606,-18.505,43.753,-29.606,-17.505,-34.247,36.394,-45.505,31.753,35.394,-42.505
s0250,PRED,-83.288,15.480,48.625,84.712,14.480,48.625,-13.288,-41.520,48.625,12.712,-42.520,48.625,-33.288,-27.520,-22.575,33.712,-27.520,-21.575,-29.288,38.480,-40.575,27.712,33.480,-43.575
s0370,PRED,-75.292,21.017,58.662,79.708,23.017,46.662,-3.292,-39.983,55.662,14.708,-39.983,55.662,-35.292,-33.983,-15.538,33.708,-33.983,-20.538,-37.292,19.017,-47.538,28.708,19.017,-51.538
s0370,GT,-77.951,19.817,60.855,82.049,17.817,51.855,-1.951,-42.183,56.855,19.049,-43.183,55.855,-34.951,-38.283,-15.245,32.049,-39.283,-19.245,-36.951,35.717,-43.245,25.049,25.717,-49.245
s0049,GT,-89.417,26.394,44.940,87.683,14.494,54.940,-22.317,-33.506,59.940,6.683,-36.506,61.940,-26.317,-38.606,-13.160,30.683,-38.606,-10.160,-23.317,18.394,-49.160,36.683,16.394,-49.160
s0383,GT,-83.286,17.033,49.000,75.714,26.033,52.000,-2.286,-37.967,62.000,4.714,-36.967,62.000,-35.286,-33.967,-15.200,40.714,-31.967,-15.200,-26.286,24.033,-49.200,29.714,21.033,-49.200
s0341,GT,-84.326,21.291,49.622,78.574,27.291,58.522,-9.326,-43.709,61.622,3.674,-43.709,61.622,-31.326,-34.709,-21.578,37.674,-36.709,-15.578,-30.326,20.291,-51.578,37.674,23.291,-47.578
s0440,GT,-65.401,1.805,57.253,68.599,-4.195,55.253,-5.401,-60.095,40.353,5.599,-58.095,40.353,-43.401,-29.095,-15.847,40.599,-29.095,-15.847,-32.401,30.905,-40.847,31.599,33.905,-40.847
s0399,PRED,-84.730,15.580,47.203,73.170,18.580,55.103,-15.830,-51.420,47.103,7.270,-48.320,50.103,-40.730,-30.420,-18.997,51.270,-22.420,-9.997,-26.730,32.580,-47.997,39.270,29.580,-44.997
s0250,GT,-83.330,12.463,48.298,75.670,9.563,56.198,-15.330,-44.437,54.198,9.670,-44.437,56.198,-33.330,-25.537,-25.902,34.670,-26.537,-22.902,-21.330,22.463,-41.902,28.670,25.463,-38.902
s0341,PRED,-95.629,10.045,53.206,78.171,26.045,54.206,-11.729,-42.955,56.306,4.271,-42.955,56.306,-32.729,-34.955,-20.894,39.271,-31.955,-17.894,-29.729,26.045,-49.894,33.271,32.045,-47.894
s0383,PRED,-84.352,14.341,43.887,79.648,24.441,49.787,-12.352,-38.659,53.887,10.648,-38.659,53.887,-38.352,-35.659,-17.313,42.648,-35.659,-17.313,-30.352,21.341,-47.313,33.648,24.341,-45.313
s0385,GT,-73.812,0.234,61.240,84.188,-1.766,55.240,-13.812,-52.766,43.240,22.188,-53.766,41.240,-37.812,-24.766,-26.960,38.188,-27.766,-27.960,-36.812,39.234,-36.960,27.188,33.334,-40.860
s0505,PRED,-77.242,26.383,45.484,74.658,23.383,56.384,-15.242,-42.617,53.484,5.758,-42.617,54.484,-34.242,-31.617,-20.716,42.758,-33.617,-14.716,-23.242,26.383,-50.716,37.758,31.383,-44.716
s0468,GT,-75.521,8.435,64.196,81.479,-0.665,55.096,-12.521,-55.565,50.196,18.479,-60.565,49.196,-32.521,-22.565,-28.004,31.479,-32.565,-30.004,-31.521,42.435,-40.004,27.479,39.435,-43.004
s0505,GT,-81.442,18.868,50.104,61.458,18.868,63.004,-26.442,-47.132,54.104,3.558,-47.132,56.104,-32.442,-35.132,-26.096,39.558,-35.132,-18.096,-21.442,26.868,-48.096,33.558,28.868,-45.096
s0440,PRED,-70.980,9.005,48.793,68.020,6.005,48.793,-9.980,-50.995,43.793,8.020,-52.995,43.793,-37.980,-30.995,-19.407,40.020,-32.995,-19.407,-31.980,36.005,-39.407,34.020,32.005,-42.407
s0385,PRED,-85.385,26.936,52.457,91.615,14.836,40.557,1.615,-27.064,47.457,31.615,-30.164,40.557,-34.385,-29.164,-19.643,40.615,-29.164,-22.643,-52.385,64.836,-15.643,41.615,65.836,-25.643
s0473,PRED,-76.421,23.224,43.827,73.579,20.224,49.827,-19.421,-36.776,52.827,6.579,-39.776,55.827,-33.421,-33.876,-18.273,33.579,-33.876,-14.273,-26.421,18.124,-48.273,33.579,15.124,-45.273
s0468,PRED,-73.923,11.159,54.490,78.977,7.159,51.590,-11.123,-57.841,45.490,10.977,-55.741,47.490,-33.023,-28.841,-25.610,35.977,-35.841,-28.610,-29.023,36.159,-43.610,30.977,34.159,-44.610
s0473,GT,-82.041,31.851,39.727,75.959,21.951,51.627,-25.041,-35.049,54.627,3.959,-38.049,57.627,-32.041,-36.149,-18.473,29.959,-40.149,-13.473,-23.041,22.851,-43.473,30.959,20.851,-40.473
s0593,PRED,-78.760,17.572,47.315,71.240,25.572,53.315,-7.760,-47.528,49.415,8.240,-48.428,51.315,-34.760,-37.528,-18.785,46.240,-30.528,-15.785,-31.760,25.472,-47.785,40.240,32.472,-44.785
s0399,GT,-84.247,14.797,48.128,70.653,13.797,64.028,-13.347,-55.203,52.028,-0.347,-57.203,54.028,-40.247,-40.203,-20.072,46.753,-40.203,-14.072,-31.247,30.797,-47.072,43.753,30.797,-38.072
s0581,PRED,-79.854,4.640,48.018,81.046,4.640,48.118,-7.954,-53.360,47.118,12.046,-53.360,47.118,-34.954,-33.360,-21.082,34.046,-33.360,-21.082,-31.954,36.640,-41.083,34.046,39.740,-37.982
s0483,GT,-77.024,2.811,67.196,81.776,14.811,53.196,-11.124,-57.189,52.296,21.876,-54.189,49.296,-40.124,-37.189,-18.904,40.876,-31.189,-23.904,-43.124,32.811,-38.904,31.876,40.811,-45.904
s0593,GT,-81.622,19.652,50.197,73.178,27.652,56.197,-10.722,-52.348,56.297,7.278,-52.348,56.297,-33.722,-37.348,-18.903,42.278,-31.348,-15.903,-36.722,32.652,-42.903,36.278,32.652,-44.903
s0600,GT,-80.059,30.796,54.867,96.941,18.796,45.867,-14.059,-44.204,65.867,19.941,-45.204,63.867,-36.059,-35.204,-17.333,28.941,-39.204,-19.333,-30.059,22.796,-47.333,28.941,22.796,-52.333
s0483,PRED,-77.946,10.104,59.221,89.054,16.104,50.221,-3.946,-51.896,56.221,18.054,-51.896,54.221,-40.946,-33.996,-19.879,42.054,-28.996,-22.879,-38.946,32.004,-44.879,25.054,35.004,-46.879
s0626,PRED,-76.770,4.668,55.081,86.030,4.668,46.081,-5.870,-53.332,44.181,18.130,-55.332,44.181,-39.870,-30.332,-19.019,43.130,-27.332,-21.019,-34.870,32.668,-42.019,26.130,36.668,-40.019
s0581,GT,-78.150,5.832,51.889,84.850,0.832,51.889,-11.250,-55.068,47.889,6.750,-57.168,45.989,-35.250,-31.168,-19.211,31.750,-34.168,-19.211,-32.250,37.832,-40.211,33.750,33.832,-40.211
s0624,PRED,-74.712,17.171,49.048,75.188,20.171,50.948,-14.712,-36.829,54.048,6.288,-36.829,54.048,-30.712,-36.829,-17.152,35.288,-36.829,-20.152,-27.712,26.171,-49.152,29.288,23.171,-49.152
s0600,PRED,-76.778,28.696,53.618,87.222,19.696,48.618,-5.778,-43.304,56.618,15.222,-47.304,56.618,-34.778,-32.304,-17.582,34.222,-32.304,-20.582,-34.778,31.696,-49.582,31.222,22.696,-47.582
s0636,GT,-78.229,11.534,56.507,84.771,17.434,41.607,-0.229,-39.466,56.507,18.771,-36.466,53.507,-35.229,-33.566,-17.593,33.771,-32.566,-23.593,-37.229,22.434,-41.593,27.771,25.434,-50.593
s0607,PRED,-84.196,22.542,47.223,79.704,23.542,53.123,-7.196,-39.458,59.223,6.804,-40.458,59.223,-30.196,-36.458,-17.977,35.804,-34.458,-17.977,-27.196,23.542,-50.977,30.804,27.542,-49.977
s0668,PRED,-74.328,6.471,48.517,69.672,6.471,51.517,-11.328,-53.429,42.617,4.672,-53.429,42.617,-38.328,-32.429,-21.583,37.672,-32.429,-21.583,-33.328,30.571,-39.583,33.672,30.571,-42.583
s0607,GT,-80.401,19.984,52.712,75.599,28.984,56.712,-16.401,-36.116,58.812,10.599,-37.016,61.712,-27.401,-36.116,-20.388,33.599,-36.116,-18.388,-30.401,22.884,-48.388,30.599,26.884,-47.388
s0668,GT,-69.851,5.377,52.221,68.149,5.377,52.221,-16.851,-59.623,45.221,17.149,-60.623,45.221,-37.851,-34.623,-18.979,40.149,-34.623,-19.979,-28.851,34.377,-40.979,31.149,37.377,-40.979
s0673,PRED,-84.084,11.942,45.354,74.816,16.942,54.254,-13.184,-48.058,48.254,7.816,-46.058,50.254,-31.084,-35.058,-22.846,37.916,-34.058,-17.846,-23.084,27.942,-46.846,34.916,31.942,-41.846
s0680,PRED,-77.596,24.618,48.459,78.404,18.618,53.459,-17.596,-38.382,53.459,4.404,-38.382,53.459,-35.596,-31.382,-22.741,33.404,-37.382,-20.741,-23.596,23.618,-46.741,30.404,22.618,-46.741
s0673,GT,-80.807,16.106,44.313,71.093,25.106,59.213,-0.807,-47.894,58.313,1.193,-46.894,58.313,-25.807,-35.794,-23.787,31.193,-36.894,-17.887,-32.707,40.106,-38.787,-18.907,49.106,-4.787
s0728,GT,-67.582,8.415,49.575,64.418,4.415,55.575,-10.582,-54.585,49.575,7.418,-49.585,50.575,-33.582,-38.585,-15.625,36.418,-37.585,-9.625,-27.582,24.415,-44.625,36.418,27.415,-42.625
s0680,GT,-77.522,21.902,52.614,79.278,18.902,53.614,-20.622,-39.098,53.714,7.378,-39.098,53.714,-35.622,-35.098,-20.486,36.378,-35.098,-18.486,-23.622,24.902,-45.486,33.378,25.002,-44.386
s0663,PRED,-88.087,18.364,46.399,84.913,12.364,47.399,-13.087,-46.736,46.499,7.913,-47.636,48.399,-36.087,-31.736,-20.701,39.913,-32.736,-20.701,-29.987,31.264,-42.601,33.913,29.264,-42.701
s0687,PRED,-74.158,26.119,47.728,80.842,20.119,44.728,-6.158,-33.881,53.728,11.842,-34.881,53.728,-38.158,-28.881,-12.472,36.842,-34.881,-12.472,-32.158,17.119,-47.472,30.842,17.119,-48.472
s0626,GT,-74.656,2.993,57.070,86.244,5.993,46.170,-2.656,-60.007,51.070,18.344,-61.007,48.070,-38.756,-38.007,-19.030,39.244,-35.007,-23.030,-38.756,31.993,-37.030,30.144,40.993,-34.930
s0624,GT,-71.123,12.380,55.923,73.877,15.380,55.923,-4.123,-38.520,58.823,7.877,-40.520,58.823,-29.123,-34.620,-18.277,34.877,-29.620,-18.277,-28.123,27.380,-45.277,24.877,21.380,-45.277
s0592,PRED,-77.326,17.027,48.050,82.674,20.027,45.050,-2.326,-36.873,49.950,12.674,-41.873,49.950,-35.326,-30.973,-17.150,40.674,-27.973,-17.150,12.674,40.027,-27.150,37.674,31.027,-42.150
s0592,GT,-74.660,11.115,49.307,74.340,11.115,49.307,-2.660,-39.885,55.307,8.340,-41.885,55.307,-36.660,-33.985,-12.793,37.340,-33.085,-15.693,-42.660,53.015,-12.793,38.340,31.015,-39.793
s0687,GT,-79.040,28.734,43.038,78.860,19.734,47.938,-17.040,-33.266,60.038,6.960,-36.266,61.038,-34.040,-36.266,-10.162,32.960,-37.266,-8.162,-31.040,20.734,-47.162,32.960,15.734,-47.162
s0728,PRED,-70.708,14.414,48.789,73.292,11.414,48.789,-4.708,-51.586,46.789,12.292,-51.586,46.789,-37.708,-33.586,-18.411,38.292,-36.586,-18.411,-28.708,28.414,-46.411,29.292,25.414,-45.411
s0636,PRED,-72.769,6.752,53.585,87.131,12.752,23.685,6.131,-38.248,50.685,16.131,-39.248,50.685,-35.869,-30.248,-13.515,39.131,-30.248,-20.515,-29.869,25.752,-38.515,24.131,27.752,-47.515
s0663,GT,-88.105,6.894,48.940,84.895,-1.106,52.940,-16.105,-49.106,49.940,9.895,-50.106,51.940,-35.105,-40.206,-19.160,35.895,-38.206,-19.160,-27.105,28.794,-43.160,36.895,31.794,-40.160
s0737,PRED,-70.239,12.912,49.020,69.661,13.912,51.920,-8.239,-52.088,46.020,7.761,-52.088,46.020,-39.239,-32.088,-21.180,42.761,-32.088,-18.180,-32.239,29.912,-43.180,33.761,29.912,-43.180
s0772,PRED,-77.234,18.043,51.361,76.566,15.043,53.361,-13.334,-47.957,51.461,7.666,-50.957,51.461,-32.334,-35.957,-20.739,35.666,-33.957,-20.739,-29.334,30.043,-46.739,30.666,36.043,-44.739
s0804,PRED,-75.008,17.780,47.831,70.992,19.780,50.831,-13.008,-48.220,47.831,7.992,-48.220,49.831,-38.008,-33.320,-20.269,40.992,-33.320,-18.269,-25.008,25.680,-45.269,28.992,23.680,-44.269
s0726,GT,-84.002,0.718,48.538,77.998,9.718,54.538,-8.002,-50.282,45.538,8.998,-50.282,45.538,-36.002,-31.282,-22.662,43.998,-28.282,-19.662,-39.002,32.718,-37.662,34.998,34.718,-34.662
s0763,GT,-68.573,17.231,55.646,78.327,8.231,46.746,-5.573,-47.769,49.646,11.427,-48.769,47.646,-33.673,-24.769,-17.454,30.327,-28.769,-20.454,-28.673,28.231,-36.454,25.327,23.231,-42.454
s0726,PRED,-89.700,5.955,47.032,79.200,13.955,50.932,-13.700,-46.945,44.932,7.300,-46.945,45.932,-35.700,-30.045,-21.168,42.300,-30.045,-21.168,-30.700,32.955,-42.168,33.300,36.955,-41.168
s0774,PRED,-70.860,12.613,48.295,71.140,5.613,48.295,-15.860,-47.387,45.295,5.140,-47.387,45.295,-32.860,-27.387,-20.905,34.140,-34.387,-19.905,-25.860,29.613,-43.905,31.140,29.613,-41.905
s0737,GT,-66.674,3.550,55.469,69.426,11.550,55.569,-9.474,-56.450,43.469,11.326,-54.450,45.469,-40.574,-36.450,-18.631,47.426,-31.450,-18.631,-34.574,32.550,-39.631,34.426,32.550,-42.631
s0842,GT,-70.575,23.600,57.713,80.425,16.600,54.713,-2.575,-41.400,61.713,7.425,-38.400,61.713,-42.575,-37.400,-10.487,41.425,-33.400,-12.487,-34.575,24.600,-49.487,-0.575,35.600,-43.487
s0842,PRED,-77.819,29.252,50.311,81.181,17.152,53.211,-7.819,-45.748,53.311,7.181,-43.748,53.311,-43.819,-33.748,-16.889,45.181,-30.748,-14.889,-33.819,32.252,-44.889,44.181,43.252,-38.889
s0804,GT,-73.398,9.183,49.864,68.702,9.083,49.864,-10.298,-53.817,46.964,1.702,-54.817,46.964,-38.298,-31.817,-19.236,37.702,-34.817,-16.236,-28.298,31.183,-43.236,24.702,22.183,-45.236
s0772,GT,-83.354,18.147,52.992,77.746,14.047,62.992,-18.254,-47.853,55.092,7.746,-50.953,56.992,-30.254,-40.853,-22.108,35.746,-39.853,-19.108,-26.254,34.147,-49.108,29.746,32.147,-45.108
s0924,PRED,-71.898,14.516,56.441,80.002,17.516,45.541,-2.898,-45.484,50.441,18.002,-45.384,48.441,-35.998,-28.484,-14.659,33.002,-30.484,-20.659,-35.998,29.516,-41.659,22.002,31.516,-46.659
s0774,GT,-74.563,13.411,45.576,72.437,8.411,49.576,-20.563,-45.589,46.576,10.437,-46.589,48.576,-30.563,-35.689,-21.524,32.437,-35.689,-19.524,-24.563,29.311,-40.524,35.437,27.311,-39.524
s0763,PRED,-66.809,15.114,53.166,73.091,8.114,44.266,-2.909,-42.886,47.266,11.091,-42.886,47.266,-33.909,-27.886,-17.934,28.091,-36.886,-25.934,-29.909,34.114,-38.934,22.091,29.114,-44.934
s0746,GT,-79.820,6.148,58.082,83.080,1.148,52.182,-4.920,-49.852,49.182,18.080,-49.852,49.182,-28.920,-29.852,-21.018,29.080,-33.852,-21.018,-25.920,33.148,-40.018,25.080,30.148,-43.018
s0869,PRED,-75.348,21.126,56.208,84.652,22.126,44.208,-5.348,-42.874,54.208,13.652,-40.874,53.208,-38.348,-33.874,-16.992,36.652,-33.874,-19.992,-34.348,23.126,-43.992,25.652,26.126,-47.992
s0924,GT,-69.233,7.943,61.532,76.667,4.943,50.632,-1.233,-44.057,49.532,20.767,-46.057,46.532,-35.333,-28.057,-16.568,30.667,-28.057,-20.568,-41.333,28.943,-44.568,30.667,34.943,-46.568
s0963,PRED,-72.632,18.953,51.271,69.368,5.853,50.371,-12.732,-55.147,42.271,3.268,-55.147,44.271,-39.632,-29.147,-20.829,35.368,-33.147,-22.829,-30.632,41.853,-38.829,31.368,32.853,-40.829
s0931,PRED,-77.159,24.788,48.134,75.841,27.788,48.134,-13.159,-43.212,54.134,10.841,-44.212,56.134,-30.159,-35.312,-17.966,36.841,-32.312,-17.966,-26.159,20.688,-47.966,27.841,20.688,-44.966
s0931,GT,-78.304,15.016,51.531,80.696,23.116,52.431,-3.304,-42.884,56.431,11.696,-39.884,54.431,-29.304,-41.984,-19.669,33.696,-38.984,-16.669,-32.304,19.016,-46.669,34.696,35.116,-43.569
s0869,GT,-77.388,26.736,58.051,84.612,26.736,49.051,-9.388,-41.364,55.151,18.612,-44.264,57.051,-36.388,-38.364,-18.049,41.612,-32.364,-19.049,-30.388,20.636,-43.049,27.612,15.636,-46.049
s0746,PRED,-80.698,10.748,51.345,86.202,7.748,47.445,-4.798,-48.252,48.445,15.202,-49.252,48.445,-31.798,-32.252,-20.755,34.202,-29.252,-20.755,-33.798,34.748,-43.755,28.202,31.748,-46.755
s0979,PRED,-85.395,31.855,50.250,76.705,23.855,56.350,-16.295,-40.145,56.350,4.705,-42.145,56.350,-38.295,-36.145,-17.850,39.705,-37.145,-17.850,-29.295,23.855,-49.850,36.705,18.855,-50.850
s0940,PRED,-87.388,17.368,47.058,77.612,20.368,53.058,-14.388,-45.632,50.058,5.612,-44.632,51.058,-37.388,-33.732,-21.042,41.612,-34.732,-23.042,-28.388,25.268,-45.042,32.612,31.268,-44.042
s0986,PRED,-70.190,10.610,51.783,72.710,7.610,48.883,-4.290,-53.390,44.883,8.710,-53.390,44.883,-36.290,-27.390,-20.317,32.710,-30.390,-22.317,-30.290,36.610,-41.317,27.710,33.610,-43.317
s0979,GT,-81.515,20.366,55.145,78.485,15.266,58.045,-25.515,-44.634,55.145,13.485,-45.634,56.145,-38.515,-34.634,-19.055,38.485,-36.634,-18.055,-29.515,28.366,-51.055,36.485,31.366,-49.055
s1016,PRED,-88.975,13.814,48.472,79.925,17.814,54.372,-17.975,-42.186,55.472,10.025,-39.186,54.472,-34.975,-31.186,-22.728,38.025,-36.186,-18.728,-28.975,26.814,-48.728,31.025,29.814,-46.728
s1005,PRED,-74.945,11.982,50.013,74.955,8.982,52.913,-9.045,-55.018,43.913,5.955,-55.018,44.913,-32.945,-32.018,-23.187,36.055,-32.018,-20.187,-27.945,36.982,-44.187,33.055,36.982,-42.187
s1008,GT,-77.454,16.203,52.605,79.446,13.203,51.705,-18.554,-44.797,54.705,21.446,-41.797,54.705,-35.554,-32.797,-15.495,34.446,-36.797,-16.495,-28.554,20.203,-42.495,30.446,25.203,-43.495
s1016,GT,-86.411,14.822,57.804,78.489,17.822,60.704,-20.411,-42.178,56.804,5.589,-45.178,56.804,-33.411,-33.178,-22.396,35.589,-33.178,-20.396,-30.411,31.822,-50.396,28.589,28.822,-52.396
s1008,PRED,-81.078,16.744,49.861,81.822,17.644,47.861,-3.078,-40.356,52.961,15.922,-39.356,52.961,-40.078,-30.356,-15.239,39.922,-31.356,-18.239,-32.078,20.644,-45.239,25.922,24.644,-48.239
s1005,GT,-75.139,5.735,56.972,76.761,13.735,50.072,-0.239,-57.265,53.072,13.761,-55.265,53.072,-33.239,-35.265,-21.128,33.761,-38.265,-24.128,-35.239,36.735,-39.128,30.761,33.735,-45.128
s0928,PRED,-77.889,26.377,44.070,72.011,26.377,53.170,-7.989,-39.623,57.170,3.011,-39.623,56.170,-36.989,-35.623,-15.030,42.011,-34.623,-12.030,-32.989,24.377,-50.030,33.011,18.377,-48.030
s0940,GT,-78.730,4.200,58.441,81.270,11.200,59.441,-11.730,-49.800,55.441,11.270,-51.800,55.441,-37.730,-31.800,-20.759,40.270,-31.800,-18.759,-31.730,27.200,-48.759,27.270,31.200,-44.759
s1069,GT,-71.321,10.690,52.373,67.679,5.690,56.373,-17.321,-45.310,49.373,7.679,-49.310,49.373,-32.321,-29.310,-18.827,33.679,-32.310,-17.827,-21.321,30.690,-47.827,30.679,30.690,-45.827
s1069,PRED,-71.341,17.386,51.605,75.659,9.386,48.605,-6.341,-42.614,48.605,11.659,-45.614,48.605,-35.341,-27.614,-20.595,33.659,-31.614,-19.595,-28.341,34.386,-44.595,27.659,32.386,-43.595
s1120,GT,-66.887,32.602,43.101,75.213,29.502,36.101,-3.787,-29.498,63.101,12.213,-27.498,61.101,-34.887,-37.498,-3.999,33.113,-40.498,-4.999,-34.887,15.502,-45.999,31.113,14.502,-49.999
s1044,PRED,-88.605,28.536,47.498,90.395,23.536,47.498,-4.605,-36.464,59.498,9.395,-36.464,59.498,-34.605,-34.464,-17.702,34.395,-34.464,-14.702,-28.605,20.536,-49.702,34.395,18.536,-47.702
s0963,GT,-67.926,9.433,51.609,74.974,0.433,37.709,-5.026,-54.567,39.709,6.974,-54.567,39.709,-37.026,-22.567,-19.491,30.974,-31.567,-25.491,-31.026,47.433,-30.491,29.974,43.433,-33.491
s0986,GT,-72.252,3.142,52.586,70.648,0.142,54.486,-17.252,-53.858,52.586,-1.252,-54.858,52.586,-29.252,-33.858,-27.614,28.748,-34.858,-24.614,-26.252,41.142,-42.614,30.748,41.142,-39.614
s0928,GT,-77.840,23.420,46.581,78.160,28.420,51.581,-19.840,-32.580,63.581,9.160,-35.580,64.581,-39.840,-44.580,-10.619,44.160,-44.580,-7.619,-32.840,27.420,-51.619,36.260,21.420,-48.519
s1120,PRED,-66.608,28.484,50.451,76.292,24.484,42.351,-3.608,-37.516,54.451,-0.608,-37.516,54.451,-35.608,-34.516,-13.749,40.392,-37.516,-16.749,-34.608,20.484,-46.749,33.392,20.484,-47.749
s1322,PRED,-76.916,21.889,48.441,79.084,16.889,48.441,-4.916,-43.111,51.441,16.084,-43.111,50.441,-34.916,-29.211,-16.659,37.084,-32.211,-17.659,-33.916,22.789,-43.659,27.084,30.889,-43.559
s1044,GT,-86.249,30.260,47.690,86.651,22.260,47.790,-8.349,-38.740,62.790,3.651,-38.740,62.790,-32.349,-32.740,-18.410,31.651,-38.740,-12.410,-29.349,30.260,-42.410,31.651,29.260,-45.410
s1046,PRED,-76.934,17.393,53.611,87.066,14.393,47.611,-4.934,-42.607,52.611,16.066,-45.607,51.611,-34.934,-30.707,-17.489,31.066,-34.707,-22.489,-33.934,29.293,-46.489,28.066,32.293,-47.489
