id,gt_or_pred,asis_l_x,asis_l_y,asis_l_z,asis_r_x,asis_r_y,asis_r_z,pt_l_x,pt_l_y,pt_l_z,pt_r_x,pt_r_y,pt_r_z,is_l_x,is_l_y,is_l_z,is_r_x,is_r_y,is_r_z,psis_l_x,psis_l_y,psis_l_z,psis_r_x,psis_r_y,psis_r_z
s0440,GT,-65.401,1.805,57.253,68.599,-4.195,55.253,-5.401,-60.095,40.353,5.599,-58.095,40.353,-43.401,-29.095,-15.847,40.599,-29.095,-15.847,-32.401,30.905,-40.847,31.599,33.905,-40.847
s0440,PRED,-68.467,8.037,53.985,72.533,5.037,54.985,-8.367,-51.963,40.885,9.633,-52.963,39.885,-43.467,-28.963,-17.215,42.533,-29.963,-19.215,-35.467,33.037,-38.215,33.533,33.037,-40.215
s0383,PRED,-87.347,16.139,44.561,74.653,22.139,53.561,-11.347,-34.861,55.561,6.653,-34.861,55.561,-36.347,-34.861,-15.639,41.653,-30.861,-17.639,-30.347,21.139,-47.639,31.653,26.139,-48.639
s0250,GT,-83.330,12.463,48.298,75.670,9.563,56.198,-15.330,-44.437,54.198,9.670,-44.437,56.198,-33.330,-25.537,-25.902,34.670,-26.537,-22.902,-21.330,22.463,-41.902,28.670,25.463,-38.902
s0399,PRED,-76.814,17.201,46.336,74.086,23.201,58.236,-16.814,-50.799,49.336,6.186,-50.799,50.336,-42.814,-28.799,-17.864,46.186,-28.799,-12.864,-28.814,34.201,-45.864,41.186,34.201,-41.864
s0385,GT,-73.812,0.234,61.240,84.188,-1.766,55.240,-13.812,-52.766,43.240,22.188,-53.766,41.240,-37.812,-24.766,-26.960,38.188,-27.766,-27.960,-36.812,39.234,-36.960,27.188,33.334,-40.860
s0250,PRED,-84.233,10.375,46.196,77.767,10.375,56.196,-17.233,-40.525,53.096,6.767,-42.525,55.096,-30.233,-30.625,-25.004,32.767,-28.625,-24.004,-27.233,23.375,-40.004,28.767,21.375,-40.004
s0473,PRED,-78.533,26.212,42.486,73.567,23.312,49.486,-18.533,-36.788,51.486,0.467,-36.788,52.486,-34.433,-35.788,-19.614,29.567,-33.788,-16.614,-24.433,19.212,-43.614,32.567,24.212,-42.614
s0468,GT,-75.521,8.435,64.196,81.479,-0.665,55.096,-12.521,-55.565,50.196,18.479,-60.565,49.196,-32.521,-22.565,-28.004,31.479,-32.565,-30.004,-31.521,42.435,-40.004,27.479,39.435,-43.004
s0341,PRED,-87.928,19.824,48.351,81.972,28.824,53.251,-10.928,-40.176,57.351,4.072,-42.176,57.351,-29.928,-36.176,-20.849,39.072,-28.176,-19.849,-30.928,27.824,-49.849,35.072,26.824,-44.849
s0505,GT,-81.442,18.868,50.104,61.458,18.868,63.004,-26.442,-47.132,54.104,3.558,-47.132,56.104,-32.442,-35.132,-26.096,39.558,-35.132,-18.096,-21.442,26.868,-48.096,33.558,28.868,-45.096
s0483,PRED,-79.801,3.406,63.259,82.299,12.506,52.259,-2.801,-56.594,48.259,22.299,-56.494,46.259,-40.801,-39.494,-13.841,43.199,-31.494,-22.841,-43.801,32.506,-40.841,26.199,34.506,-46.841
s0505,PRED,-77.791,22.153,52.731,72.209,23.153,60.731,-19.791,-45.747,55.631,11.309,-45.847,52.631,-36.791,-29.847,-22.469,41.209,-33.847,-16.469,-24.791,30.153,-49.469,38.209,35.253,-41.369
s0399,GT,-84.247,14.797,48.128,70.653,13.797,64.028,-13.347,-55.203,52.028,-0.347,-57.203,54.028,-40.247,-40.203,-20.072,46.753,-40.203,-14.072,-31.247,30.797,-47.072,43.753,30.797,-38.072
s0593,PRED,-82.182,18.871,47.465,76.818,28.771,53.565,-7.182,-49.129,51.465,16.818,-49.229,50.565,-39.182,-38.229,-17.635,42.818,-32.229,-16.635,-36.182,26.771,-46.635,29.818,26.771,-46.635
s0468,PRED,-77.587,8.190,60.930,82.313,7.190,52.030,-5.687,-54.810,50.030,11.313,-55.810,50.030,-32.687,-22.810,-25.170,36.313,-23.810,-25.170,-28.687,36.190,-43.170,28.313,31.190,-46.170
s0581,PRED,-80.273,7.587,54.360,81.727,1.587,49.360,-16.373,-55.413,46.260,4.627,-55.413,47.260,-35.273,-33.413,-19.840,32.727,-36.413,-22.840,-29.273,33.587,-42.840,36.727,36.587,-40.840
s0592,PRED,-79.128,18.287,45.186,79.772,15.287,45.286,-9.228,-41.713,54.286,13.772,-38.713,53.286,-41.228,-31.713,-11.914,36.772,-28.713,-14.914,-38.228,27.287,-41.914,27.772,27.287,-44.914
s0473,GT,-82.041,31.851,39.727,75.959,21.951,51.627,-25.041,-35.049,54.627,3.959,-38.049,57.627,-32.041,-36.149,-18.473,29.959,-40.149,-13.473,-23.041,22.851,-43.473,30.959,20.851,-40.473
s0483,GT,-77.024,2.811,67.196,81.776,14.811,53.196,-11.124,-57.189,52.296,21.876,-54.189,49.296,-40.124,-37.189,-18.904,40.876,-31.189,-23.904,-43.124,32.811,-38.904,31.876,40.811,-45.904
s0593,GT,-81.622,19.652,50.197,73.178,27.652,56.197,-10.722,-52.348,56.297,7.278,-52.348,56.297,-33.722,-37.348,-18.903,42.278,-31.348,-15.903,-36.722,32.652,-42.903,36.278,32.652,-44.903
s0600,GT,-80.059,30.796,54.867,96.941,18.796,45.867,-14.059,-44.204,65.867,19.941,-45.204,63.867,-36.059,-35.204,-17.333,28.941,-39.204,-19.333,-30.059,22.796,-47.333,28.941,22.796,-52.333
s0607,PRED,-81.452,24.000,48.601,76.448,26.000,57.501,-10.452,-39.000,60.601,6.548,-40.000,60.601,-30.452,-34.000,-18.599,38.548,-28.000,-16.599,-29.452,23.000,-48.599,30.548,27.000,-49.599
s0581,GT,-78.150,5.832,51.889,84.850,0.832,51.889,-11.250,-55.068,47.889,6.750,-57.168,45.989,-35.250,-31.168,-19.211,31.750,-34.168,-19.211,-32.250,37.832,-40.211,33.750,33.832,-40.211
s0668,PRED,-69.611,11.941,49.788,71.389,17.941,53.788,-8.511,-57.059,42.688,9.489,-60.059,41.688,-41.611,-35.059,-20.412,39.389,-32.059,-21.412,-29.611,30.941,-41.412,30.389,36.941,-39.412
s0636,GT,-78.229,11.534,56.507,84.771,17.434,41.607,-0.229,-39.466,56.507,18.771,-36.466,53.507,-35.229,-33.566,-17.593,33.771,-32.566,-23.593,-37.229,22.434,-41.593,27.771,25.434,-50.593
s0607,GT,-80.401,19.984,52.712,75.599,28.984,56.712,-16.401,-36.116,58.812,10.599,-37.016,61.712,-27.401,-36.116,-20.388,33.599,-36.116,-18.388,-30.401,22.884,-48.388,30.599,26.884,-47.388
s0636,PRED,-76.475,12.126,54.472,82.425,12.126,39.572,-2.575,-38.874,52.572,20.425,-38.874,51.572,-36.575,-34.874,-15.628,37.425,-28.874,-22.628,-34.575,23.126,-42.628,26.425,22.126,-46.628
s0673,PRED,-81.760,20.100,44.409,74.140,29.100,53.309,-11.760,-44.900,53.409,6.240,-39.900,53.409,-30.760,-36.900,-22.791,35.240,-30.900,-20.791,-26.760,29.200,-47.691,39.240,51.100,-29.791
s0668,GT,-69.851,5.377,52.221,68.149,5.377,52.221,-16.851,-59.623,45.221,17.149,-60.623,45.221,-37.851,-34.623,-18.979,40.149,-34.623,-19.979,-28.851,34.377,-40.979,31.149,37.377,-40.979
s0385,PRED,-82.575,21.794,55.480,91.425,15.794,45.480,-13.575,-27.106,62.380,20.425,-45.206,42.480,-34.575,-23.206,-25.720,40.425,-32.206,-25.720,18.425,41.894,-14.620,29.425,35.794,-43.720
s0600,PRED,-77.441,24.108,55.227,89.459,18.108,46.127,-5.441,-41.892,61.227,13.559,-44.892,61.227,-37.441,-34.892,-17.973,34.559,-32.892,-20.973,-28.441,22.108,-50.973,29.559,25.108,-51.973
s0680,PRED,-83.402,27.845,48.374,81.598,19.845,51.374,-18.402,-38.155,51.374,0.598,-38.155,51.374,-36.402,-37.155,-19.826,34.598,-37.155,-18.826,-24.402,24.845,-45.826,29.598,24.845,-46.826
s0624,PRED,-75.573,12.767,52.156,76.327,18.667,53.156,-9.573,-35.333,56.256,8.427,-37.333,56.256,-29.573,-32.333,-18.944,34.427,-26.333,-18.944,-28.573,19.667,-47.944,27.427,19.667,-47.944
s0680,GT,-77.522,21.902,52.614,79.278,18.902,53.614,-20.622,-39.098,53.714,7.378,-39.098,53.714,-35.622,-35.098,-20.486,36.378,-35.098,-18.486,-23.622,24.902,-45.486,33.378,25.002,-44.386
s0673,GT,-80.807,16.106,44.313,71.093,25.106,59.213,-0.807,-47.894,58.313,1.193,-46.894,58.313,-25.807,-35.794,-23.787,31.193,-36.894,-17.887,-32.707,40.106,-38.787,-18.907,49.106,-4.787
s0626,GT,-74.656,2.993,57.070,86.244,5.993,46.170,-2.656,-60.007,51.070,18.344,-61.007,48.070,-38.756,-38.007,-19.030,39.244,-35.007,-23.030,-38.756,31.993,-37.030,30.144,40.993,-34.930
s0663,PRED,-84.305,4.296,47.175,79.595,-0.704,50.075,-11.305,-48.704,48.175,4.695,-48.704,48.175,-39.305,-31.704,-20.025,38.695,-31.704,-20.025,-30.305,36.296,-44.025,36.695,33.296,-44.025
s0728,GT,-67.582,8.415,49.575,64.418,4.415,55.575,-10.582,-54.585,49.575,7.418,-49.585,50.575,-33.582,-38.585,-15.625,36.418,-37.585,-9.625,-27.582,24.415,-44.625,36.418,27.415,-42.625
s0626,PRED,-69.797,0.006,55.343,79.203,3.006,46.343,-3.797,-56.994,46.343,17.203,-56.994,46.343,-38.797,-39.994,-20.857,40.203,-33.994,-23.857,-44.797,36.006,-35.857,28.203,39.006,-39.857
s0624,GT,-71.123,12.380,55.923,73.877,15.380,55.923,-4.123,-38.520,58.823,7.877,-40.520,58.823,-29.123,-34.620,-18.277,34.877,-29.620,-18.277,-28.123,27.380,-45.277,24.877,21.380,-45.277
s0728,PRED,-68.570,19.603,53.042,69.430,11.603,53.042,-8.470,-49.397,46.942,8.530,-49.397,47.942,-38.570,-31.397,-15.158,37.430,-29.397,-14.158,-28.570,33.603,-45.158,34.430,37.703,-41.058
s0592,GT,-74.660,11.115,49.307,74.340,11.115,49.307,-2.660,-39.885,55.307,8.340,-41.885,55.307,-36.660,-33.985,-12.793,37.340,-33.085,-15.693,-42.660,53.015,-12.793,38.340,31.015,-39.793
s0737,PRED,-64.364,10.294,56.242,70.536,13.294,51.342,-2.464,-52.706,44.342,14.536,-50.706,44.342,-40.464,-36.706,-17.858,44.536,-30.706,-16.858,-33.464,30.294,-41.858,34.536,30.294,-40.858
s0663,GT,-88.105,6.894,48.940,84.895,-1.106,52.940,-16.105,-49.106,49.940,9.895,-50.106,51.940,-35.105,-40.206,-19.160,35.895,-38.206,-19.160,-27.105,28.794,-43.160,36.895,31.794,-40.160
s0687,GT,-79.040,28.734,43.038,78.860,19.734,47.938,-17.040,-33.266,60.038,6.960,-36.266,61.038,-34.040,-36.266,-10.162,32.960,-37.266,-8.162,-31.040,20.734,-47.162,32.960,15.734,-47.162
s0763,PRED,-68.874,26.059,52.201,78.026,15.059,43.301,-6.974,-45.941,48.301,10.026,-47.941,48.301,-35.974,-29.941,-19.899,31.026,-29.941,-22.899,-31.974,26.059,-37.899,24.026,26.059,-42.899
s0772,PRED,-75.405,19.085,54.953,76.495,15.085,57.853,-16.405,-47.915,54.953,7.595,-47.915,54.953,-33.405,-41.915,-22.247,35.595,-43.915,-22.247,-27.405,32.085,-47.247,32.595,33.085,-44.247
s0726,PRED,-83.780,1.194,49.995,76.120,8.194,54.895,-10.880,-49.806,42.895,15.220,-46.706,43.895,-33.780,-32.806,-19.205,42.220,-26.806,-19.205,-35.780,31.194,-39.205,33.220,33.194,-40.205
s0804,PRED,-73.281,15.001,46.841,70.719,16.001,50.841,-25.181,-40.999,40.741,7.819,-49.999,40.741,-45.281,-10.999,-8.359,38.719,2.001,-23.359,-29.281,38.001,-39.359,33.719,43.001,-33.359
s0763,GT,-68.573,17.231,55.646,78.327,8.231,46.746,-5.573,-47.769,49.646,11.427,-48.769,47.646,-33.673,-24.769,-17.454,30.327,-28.769,-20.454,-28.673,28.231,-36.454,25.327,23.231,-42.454
s0687,PRED,-78.822,28.680,44.417,81.178,19.680,45.417,-5.822,-34.320,59.417,8.178,-37.320,59.417,-36.822,-33.420,-11.683,36.178,-34.420,-13.683,-27.822,20.580,-47.683,30.178,20.580,-49.683
s0746,PRED,-78.039,6.876,55.271,82.961,3.876,49.271,-8.039,-50.124,46.271,14.961,-49.124,46.271,-34.039,-33.124,-21.929,31.961,-30.124,-22.929,-29.039,35.876,-40.929,28.961,30.876,-43.929
s0737,GT,-66.674,3.550,55.469,69.426,11.550,55.569,-9.474,-56.450,43.469,11.326,-54.450,45.469,-40.574,-36.450,-18.631,47.426,-31.450,-18.631,-34.574,32.550,-39.631,34.426,32.550,-42.631
s0842,GT,-70.575,23.600,57.713,80.425,16.600,54.713,-2.575,-41.400,61.713,7.425,-38.400,61.713,-42.575,-37.400,-10.487,41.425,-33.400,-12.487,-34.575,24.600,-49.487,-0.575,35.600,-43.487
s0726,GT,-84.002,0.718,48.538,77.998,9.718,54.538,-8.002,-50.282,45.538,8.998,-50.282,45.538,-36.002,-31.282,-22.662,43.998,-28.282,-19.662,-39.002,32.718,-37.662,34.998,34.718,-34.662
s0772,GT,-83.354,18.147,52.992,77.746,14.047,62.992,-18.254,-47.853,55.092,7.746,-50.953,56.992,-30.254,-40.853,-22.108,35.746,-39.853,-19.108,-26.254,34.147,-49.108,29.746,32.147,-45.108
s0924,PRED,-69.582,10.983,58.885,75.318,15.983,49.985,-6.682,-46.017,47.985,15.318,-44.017,47.985,-36.682,-30.017,-20.215,33.318,-27.017,-24.215,-38.682,27.983,-45.215,29.318,30.983,-48.215
s0869,PRED,-77.017,20.709,54.597,82.983,15.709,47.597,-3.017,-41.291,53.597,16.983,-42.291,53.597,-38.017,-33.291,-17.603,39.983,-35.291,-22.603,-37.017,18.709,-44.603,25.983,19.709,-47.603
s0804,GT,-73.398,9.183,49.864,68.702,9.083,49.864,-10.298,-53.817,46.964,1.702,-54.817,46.964,-38.298,-31.817,-19.236,37.702,-34.817,-16.236,-28.298,31.183,-43.236,24.702,22.183,-45.236
s0774,GT,-74.563,13.411,45.576,72.437,8.411,49.576,-20.563,-45.589,46.576,10.437,-46.589,48.576,-30.563,-35.689,-21.524,32.437,-35.689,-19.524,-24.563,29.311,-40.524,35.437,27.311,-39.524
s0842,PRED,-77.914,26.627,53.431,83.986,16.627,54.531,-12.014,-39.373,59.531,11.986,-39.373,59.531,-44.014,-33.373,-11.669,42.986,-33.373,-11.669,-35.014,21.627,-49.669,28.986,23.627,-52.669
s0924,GT,-69.233,7.943,61.532,76.667,4.943,50.632,-1.233,-44.057,49.532,20.767,-46.057,46.532,-35.333,-28.057,-16.568,30.667,-28.057,-20.568,-41.333,28.943,-44.568,30.667,34.943,-46.568
s0774,PRED,-78.987,16.081,43.090,74.013,14.081,48.090,-15.987,-45.919,45.090,7.013,-46.919,46.090,-32.987,-29.919,-22.110,33.013,-30.919,-22.110,-22.987,26.081,-41.110,34.013,26.081,-38.110
s0746,GT,-79.820,6.148,58.082,83.080,1.148,52.182,-4.920,-49.852,49.182,18.080,-49.852,49.182,-28.920,-29.852,-21.018,29.080,-33.852,-21.018,-25.920,33.148,-40.018,25.080,30.148,-43.018
s0869,GT,-77.388,26.736,58.051,84.612,26.736,49.051,-9.388,-41.364,55.151,18.612,-44.264,57.051,-36.388,-38.364,-18.049,41.612,-32.364,-19.049,-30.388,20.636,-43.049,27.612,15.636,-46.049
s0931,GT,-78.304,15.016,51.531,80.696,23.116,52.431,-3.304,-42.884,56.431,11.696,-39.884,54.431,-29.304,-41.984,-19.669,33.696,-38.984,-16.669,-32.304,19.016,-46.669,34.696,35.116,-43.569
s0940,PRED,-81.258,9.121,55.800,79.742,12.121,55.800,-6.158,-45.879,52.700,17.842,-45.879,51.700,-38.258,-33.879,-21.400,39.742,-31.879,-19.400,-32.258,35.121,-45.400,30.742,35.121,-46.400
s0963,PRED,-76.136,11.631,47.198,76.764,1.631,48.098,-14.136,-54.369,35.198,2.864,-53.369,38.198,-41.136,-25.369,-20.002,30.864,-31.369,-24.002,-30.136,40.631,-36.002,30.864,32.631,-36.002
s0979,PRED,-81.517,26.098,53.031,79.383,22.098,54.931,-16.517,-40.902,55.031,4.483,-40.902,55.031,-38.517,-33.902,-16.169,41.483,-33.902,-16.169,-27.517,24.098,-51.169,35.483,24.098,-51.169
s0928,PRED,-82.829,29.589,42.110,78.171,32.589,54.110,-6.829,-32.311,59.010,11.171,-32.311,57.010,-44.829,-33.411,-8.090,44.171,-33.411,-6.090,-39.829,18.489,-47.990,29.171,21.589,-51.090
s0986,PRED,-73.219,4.916,52.735,74.781,8.916,52.735,-7.219,-51.984,47.635,5.781,-54.084,47.735,-33.219,-53.084,-29.465,27.781,-35.084,-24.465,-29.219,34.916,-41.465,26.781,31.916,-41.465
s0931,PRED,-85.356,16.697,50.011,75.644,21.597,54.111,-17.356,-41.303,53.011,7.644,-41.303,54.011,-32.356,-38.403,-17.089,38.644,-38.403,-18.089,-29.356,18.597,-47.089,30.644,22.597,-45.089
s1008,GT,-77.454,16.203,52.605,79.446,13.203,51.705,-18.554,-44.797,54.705,21.446,-41.797,54.705,-35.554,-32.797,-15.495,34.446,-36.797,-16.495,-28.554,20.203,-42.495,30.446,25.203,-43.495
s1016,PRED,-91.648,20.152,52.542,81.252,15.152,56.442,-17.648,-36.848,55.542,4.352,-39.848,56.542,-35.648,-30.848,-21.658,36.352,-27.848,-20.658,-23.648,22.152,-50.658,32.352,22.152,-48.658
s0979,GT,-81.515,20.366,55.145,78.485,15.266,58.045,-25.515,-44.634,55.145,13.485,-45.634,56.145,-38.515,-34.634,-19.055,38.485,-36.634,-18.055,-29.515,28.366,-51.055,36.485,31.366,-49.055
s1016,GT,-86.411,14.822,57.804,78.489,17.822,60.704,-20.411,-42.178,56.804,5.589,-45.178,56.804,-33.411,-33.178,-22.396,35.589,-33.178,-20.396,-30.411,31.822,-50.396,28.589,28.822,-52.396
s1005,GT,-75.139,5.735,56.972,76.761,13.735,50.072,-0.239,-57.265,53.072,13.761,-55.265,53.072,-33.239,-35.265,-21.128,33.761,-38.265,-24.128,-35.239,36.735,-39.128,30.761,33.735,-45.128
s0940,GT,-78.730,4.200,58.441,81.270,11.200,59.441,-11.730,-49.800,55.441,11.270,-51.800,55.441,-37.730,-31.800,-20.759,40.270,-31.800,-18.759,-31.730,27.200,-48.759,27.270,31.200,-44.759
s1005,PRED,-80.872,8.692,53.095,75.128,11.692,53.095,-11.872,-55.308,50.095,6.128,-55.308,50.095,-32.872,-32.308,-21.105,39.128,-32.308,-22.105,-29.872,31.692,-45.105,32.128,33.692,-45.105
s1069,PRED,-74.043,14.908,49.848,73.957,9.908,52.848,-17.143,-41.092,46.748,7.857,-41.092,48.748,-35.043,-33.092,-19.352,35.957,-36.092,-19.352,-27.043,34.908,-46.352,32.957,31.908,-45.352
s1069,GT,-71.321,10.690,52.373,67.679,5.690,56.373,-17.321,-45.310,49.373,7.679,-49.310,49.373,-32.321,-29.310,-18.827,33.679,-32.310,-17.827,-21.321,30.690,-47.827,30.679,30.690,-45.827
s1120,GT,-66.887,32.602,43.101,75.213,29.502,36.101,-3.787,-29.498,63.101,12.213,-27.498,61.101,-34.887,-37.498,-3.999,33.113,-40.498,-4.999,-34.887,15.502,-45.999,31.113,14.502,-49.999
s0986,GT,-72.252,3.142,52.586,70.648,0.142,54.486,-17.252,-53.858,52.586,-1.252,-54.858,52.586,-29.252,-33.858,-27.614,28.748,-34.858,-24.614,-26.252,41.142,-42.614,30.748,41.142,-39.614
s0963,GT,-67.926,9.433,51.609,74.974,0.433,37.709,-5.026,-54.567,39.709,6.974,-54.567,39.709,-37.026,-22.567,-19.491,30.974,-31.567,-25.491,-31.026,47.433,-30.491,29.974,43.433,-33.491
s1008,PRED,-77.800,16.954,52.153,81.100,16.954,48.253,-4.900,-44.046,54.253,13.100,-46.046,54.253,-35.900,-34.046,-15.947,40.100,-32.046,-18.947,-31.900,26.954,-43.947,26.100,23.954,-46.947
s0928,GT,-77.840,23.420,46.581,78.160,28.420,51.581,-19.840,-32.580,63.581,9.160,-35.580,64.581,-39.840,-44.580,-10.619,44.160,-44.580,-7.619,-32.840,27.420,-51.619,36.260,21.420,-48.519
s1044,PRED,-88.502,27.851,46.212,85.498,18.851,48.212,-13.502,-37.149,60.212,4.498,-37.149,60.212,-35.502,-32.149,-15.988,35.498,-37.149,-15.988,-26.502,22.851,-46.988,35.498,19.851,-46.988
s1046,PRED,-79.609,25.485,49.507,84.291,20.485,49.607,-4.709,-40.515,57.607,12.291,-45.515,58.607,-31.709,-33.515,-18.593,29.291,-30.515,-21.593,-28.709,23.485,-49.593,31.291,24.485,-49.593
s1339,PRED,-1.590,24.010,-70.884,-1.490,23.010,-70.784,-1.590,27.010,-69.884,-1.490,26.010,-69.784,-79.590,15.110,47.216,82.410,13.110,48.216,-79.590,-1.990,52.316,79.410,2.010,49.316
s1336,PRED,-81.621,21.346,46.260,76.379,24.346,48.260,-13.621,-37.654,51.260,8.379,-35.654,51.260,-32.621,-32.654,-19.940,35.379,-31.654,-19.940,-26.621,25.346,-43.940,28.379,25.346,-42.940
s1044,GT,-86.249,30.260,47.690,86.651,22.260,47.790,-8.349,-38.740,62.790,3.651,-38.740,62.790,-32.349,-32.740,-18.410,31.651,-38.740,-12.410,-29.349,30.260,-42.410,31.651,29.260,-45.410
