id,gt_or_pred,fhr,fhc_x,fhc_y,fhc_z,nsa,fna_x,fna_y,fna_z,fda_x,fda_y,fda_z
s0104_femur_righ,PRED,32.081,133.546,35.779,96.663,121.307,145.814,55.874,88.216,92.619,27.797,117.651
s0120_femur_left,PRED,36.239,122.478,18.413,89.094,127.363,127.291,38.671,81.207,84.677,22.692,111.991
s0212_femur_left,PRED,34.374,132.530,57.827,66.246,131.890,127.079,51.982,59.530,101.459,12.938,95.926
s0592_femur_left,GT,30.585,129.509,74.657,72.965,123.633,134.403,53.547,66.628,92.752,9.849,99.450
s0593_femur_left,GT,32.109,119.720,70.755,88.389,134.731,124.700,35.240,84.600,87.536,21.115,110.956
s0375_femur_righ,PRED,33.109,128.823,43.413,87.142,127.230,137.154,47.359,86.579,91.407,25.294,115.249
s0592_femur_righ,GT,31.154,130.371,72.887,75.394,121.163,144.945,57.895,77.421,93.471,13.461,102.990
s0375_femur_righ,GT,33.536,128.903,44.975,87.782,129.790,137.565,47.595,88.707,93.472,26.188,115.922
s0593_femur_left,PRED,31.917,120.025,72.240,88.251,137.213,125.565,37.035,80.997,99.096,27.305,115.507
s0375_femur_left,GT,33.707,128.166,41.079,83.404,129.094,129.363,40.719,81.218,89.566,23.344,113.339
s0592_femur_righ,PRED,30.490,131.447,71.267,76.449,124.323,134.400,53.567,66.596,91.543,6.665,96.483
s0593_femur_righ,GT,32.481,124.824,62.450,87.750,129.616,136.670,47.776,82.024,94.444,20.624,110.096
s0593_femur_righ,PRED,31.854,124.541,61.386,87.040,129.761,130.605,41.143,84.470,91.099,27.022,116.996
s0592_femur_left,PRED,30.388,130.666,75.534,75.469,128.298,134.465,51.400,69.723,88.495,3.810,86.501
s0614_femur_left,PRED,32.467,128.046,61.304,74.630,119.641,134.868,48.879,74.681,84.287,15.934,104.824
s0648_femur_righ,GT,31.784,132.237,48.730,78.948,114.982,138.284,55.997,68.861,94.752,24.687,114.165
s0648_femur_left,GT,31.376,140.424,62.463,84.380,112.338,148.288,59.590,81.853,88.947,25.537,115.512
s0614_femur_left,GT,32.216,128.636,59.074,75.809,126.910,128.272,40.841,77.889,81.299,14.023,100.911
s0648_femur_left,PRED,31.976,140.063,62.742,83.694,112.010,154.808,65.034,86.844,93.187,32.936,122.742
s0375_femur_left,PRED,33.609,127.518,41.276,83.049,131.557,129.397,40.944,80.611,84.999,26.093,64.463
s0648_femur_righ,PRED,31.704,132.678,47.525,78.185,121.780,140.466,54.144,75.573,94.553,20.272,109.710
s0664_femur_left,GT,31.555,138.075,43.206,76.288,122.611,143.023,65.640,64.037,112.197,28.345,106.712
s0723_femur_righ,PRED,31.979,124.432,59.233,98.052,131.651,133.700,44.204,95.377,92.229,35.531,125.439
s0723_femur_left,GT,28.966,128.685,52.346,98.041,127.446,139.146,49.626,95.221,91.303,33.407,123.374
s0723_femur_righ,GT,32.532,122.494,60.160,97.961,119.159,136.858,46.872,90.896,87.080,41.231,131.081
s0723_femur_left,PRED,29.380,128.251,54.183,97.205,118.982,141.071,52.174,82.129,94.141,34.516,124.195
s0664_femur_left,PRED,32.975,136.181,44.281,76.085,120.783,149.275,66.189,71.752,66.434,38.342,61.683
s0667_femur_left,GT,39.470,139.560,46.704,83.318,99.463,152.895,64.599,81.166,88.103,45.133,135.070
s0680_femur_left,GT,35.225,130.645,39.793,78.233,119.463,130.827,46.394,71.864,90.984,26.287,116.265
s0680_femur_left,PRED,36.427,129.357,41.004,79.690,104.430,147.354,59.007,80.747,94.397,52.711,142.362
s0776_femur_left,PRED,34.524,132.501,37.984,72.383,122.535,134.721,51.743,69.602,83.956,6.076,90.625
s0776_femur_left,GT,34.632,132.505,38.281,72.616,128.052,129.696,44.648,72.958,86.768,10.014,99.468
s0667_femur_left,PRED,37.928,137.861,45.676,83.618,127.435,137.302,48.150,83.026,92.392,21.397,111.249
s0776_femur_righ,PRED,35.159,133.868,46.943,76.150,121.931,135.468,48.214,77.372,81.774,10.455,96.407
s0859_femur_left,GT,32.806,135.330,33.358,70.419,100.587,145.221,61.709,71.495,73.016,17.752,95.015
s0880_femur_left,GT,34.135,127.144,37.599,80.230,135.230,135.400,48.331,76.945,95.965,8.203,95.610
s0859_femur_righ,PRED,30.235,130.909,33.006,74.526,112.764,132.705,58.064,59.329,81.736,9.296,94.227
s0859_femur_righ,GT,33.098,129.891,31.600,60.880,111.785,132.733,61.840,55.746,89.940,9.567,99.567
s0880_femur_left,PRED,34.216,129.450,38.584,85.466,116.839,135.899,55.721,65.873,89.787,13.294,103.292
s0880_femur_righ,GT,35.094,123.813,36.038,73.496,126.727,124.078,44.167,65.536,96.128,20.114,109.081
s0859_femur_left,PRED,32.195,136.203,34.604,76.240,115.747,142.486,57.281,73.711,96.326,7.007,86.999
s0776_femur_righ,GT,35.093,132.669,47.805,75.587,124.148,133.937,48.850,72.995,93.316,9.821,80.766
s0880_femur_righ,PRED,35.648,124.302,36.463,69.843,131.774,125.980,43.905,68.382,94.624,13.608,102.770
s1069_femur_left,GT,32.887,131.521,41.403,72.992,128.281,133.306,50.015,70.031,91.838,7.016,96.769
s1099_femur_righ,PRED,31.619,126.326,63.376,94.022,113.569,143.506,53.534,91.221,87.526,45.106,134.999
s1099_femur_righ,GT,31.949,124.853,64.632,96.692,111.902,146.763,56.880,87.524,94.855,52.041,141.619
s1057_femur_righ,GT,33.795,143.370,49.134,83.009,117.493,144.607,55.178,84.443,88.158,23.016,112.934
s1069_femur_left,PRED,33.964,132.206,41.616,72.886,121.202,139.875,56.096,71.171,89.973,6.391,96.391
s1057_femur_left,PRED,32.781,152.288,34.069,88.931,109.565,157.293,67.389,88.021,88.003,12.959,102.799
s0988_femur_left,GT,36.226,142.358,49.368,68.709,119.662,149.208,64.169,74.412,96.398,9.220,96.611
s0988_femur_left,PRED,35.211,141.060,47.744,67.010,114.855,138.839,60.267,64.361,92.772,13.449,103.150
s1057_femur_left,GT,32.743,154.851,37.373,86.303,107.536,162.321,72.586,92.958,89.997,16.897,106.897
s1149_femur_left,GT,33.838,127.640,40.486,80.827,130.726,49.032,135.848,103.607,87.339,7.461,96.966
s1143_femur_left,PRED,36.349,129.762,38.915,94.601,91.568,142.527,54.609,79.261,87.740,66.646,156.523
s1057_femur_righ,PRED,33.340,144.685,47.349,83.390,115.744,145.852,58.674,77.781,88.725,14.124,104.064
s1228_femur_righ,GT,30.579,128.623,70.353,101.319,105.323,152.072,63.052,96.792,84.689,56.882,146.348
s1143_femur_righ,GT,38.829,119.822,41.174,100.418,109.314,133.844,44.132,85.938,86.494,53.227,143.004
s1143_femur_left,GT,36.306,130.212,38.322,98.889,120.175,132.571,42.978,85.169,89.831,40.180,130.179
s1228_femur_righ,PRED,30.910,128.559,70.141,99.169,102.728,150.249,60.376,92.503,85.757,60.039,149.678
s1143_femur_righ,PRED,37.948,121.800,40.842,93.856,97.532,141.420,52.320,82.907,89.046,67.667,22.355
s1291_femur_left,PRED,31.410,123.852,61.623,95.641,111.000,143.775,54.160,94.582,91.400,57.991,32.047
s1291_femur_left,GT,31.002,123.825,60.767,99.991,127.149,133.389,43.698,94.210,91.900,36.207,53.859
s1149_femur_left,PRED,34.740,131.589,38.399,81.879,132.967,133.448,44.171,83.552,90.842,8.806,81.235
